"subn","word1","word2","trial","list","jol","jolrt","jolrank","jolrankp","practice","honor","choice","choicert"
"1803","glue","force",3,3,1,6.543,4,0.1,0,1,0,2.023
"1803","nerve","bumper",4,3,1,5.015,5,0.125,0,1,0,0.83
"1803","banner","glide",5,3,1,2.487,9,0.225,0,1,0,3.911
"1803","grip","beach",6,3,100,9.647,12,0.3,1,1,1,1.247
"1803","anger","decay",7,3,100,5.758,13,0.325,1,1,1,1.071
"1803","copy","bedroom",8,3,25,10.375,14,0.35,1,0,0,1.303
"1803","rock","milk",9,3,1,7.663,15,0.375,0,1,0,1.064
"1803","smother","surgery",10,3,21,18.95,17,0.425,1,1,1,1.223
"1803","bias","sirloin",11,3,25,5.255,18,0.45,1,1,1,5.207
"1803","chicken","beet",12,3,1,19.031,19,0.475,0,1,0,0.83
"1803","need","faucet",13,3,1,4.047,21,0.525,0,1,0,1.276
"1803","visit","glove",14,3,1,6.543,22,0.55,0,1,0,1.072
"1803","climax","saucer",15,3,1,13.182,24,0.6,0,1,0,0.839
"1803","date","laugh",16,3,72,6.143,25,0.625,1,1,1,0.999
"1803","find","clown",17,3,1,3.567,26,0.65,0,1,0,1.839
"1803","shrink","mafia",18,3,1,6.063,27,0.675,1,0,0,1.159
"1803","capital","figure",19,3,1,8.247,29,0.725,1,0,0,1.263
"1803","biology","temper",20,3,74,11.111,30,0.75,1,1,1,0.912
"1803","bleach","ruin",21,3,1,16.086,31,0.775,1,0,0,1.095
"1803","replace","roach",22,3,1,3.127,32,0.8,1,0,0,1.247
"1803","mill","feast",23,3,2,2.983,33,0.825,1,0,0,1.423
"1803","knock","otter",24,3,1,3.617,34,0.85,1,0,0,1.285
"1803","collect","loyalty",25,3,1,15.527,35,0.875,1,0,0,0.599
"1803","process","joker",26,3,1,6.591,36,0.9,1,0,0,0.734
"1803","fee","chowder",27,3,1,7.712,37,0.925,1,0,0,0.838
"1803","prison","loaf",28,3,100,5.367,38,0.95,1,1,1,1.624
"1803","bacon","feud",29,3,1,2.91,39,0.975,0,0,1,2.863
"1803","fan","feature",30,3,1,2.615,40,1,0,0,1,0.767
"1803","pea","bathtub",31,3,1,2.231,23,0.575,0,0,1,0.679
"1803","link","crisis",32,3,1,1.983,10,0.25,0,0,1,0.719
"1803","forest","knob",33,3,1,2.079,8,0.2,0,0,1,0.703
"1803","calf","annoy",34,3,1,2.015,11,0.275,0,0,1,0.711
"1803","remind","foam",35,3,1,2.039,16,0.4,0,0,1,0.798
"1803","plant","worm",36,3,1,2.799,20,0.5,0,0,1,0.695
"1803","want","ascent",37,3,1,1.768,1,0.025,0,0,1,0.814
"1803","port","cinema",38,3,1,2.072,6,0.15,0,0,1,0.888
"1803","pork","emperor",39,3,1,2.151,7,0.175,1,1,1,0.839
"1803","bullet","walkway",40,3,1,4.6,28,0.7,1,1,1,0.727
"2237","climax","saucer",1,1,-99,-99,4,0.1,1,1,-99,-99
"2237","nerve","bumper",2,1,-99,-99,33,0.825,0,0,-99,-99
"2237","process","joker",3,1,-99,-99,39,0.975,0,0,-99,-99
"2237","chicken","beet",4,1,-99,-99,26,0.65,1,1,-99,-99
"2237","collect","loyalty",5,1,-99,-99,3,0.075,0,0,-99,-99
"2237","prison","loaf",6,1,-99,-99,16,0.4,0,0,-99,-99
"2237","shrink","mafia",7,1,-99,-99,27,0.675,1,0,-99,-99
"2237","bias","sirloin",8,1,-99,-99,10,0.25,0,0,-99,-99
"2237","date","laugh",9,1,-99,-99,6,0.15,1,0,-99,-99
"2237","visit","glove",10,1,-99,-99,18,0.45,0,1,-99,-99
"2237","copy","bedroom",11,1,-99,-99,22,0.55,0,1,-99,-99
"2237","bacon","feud",12,1,-99,-99,31,0.775,1,0,-99,-99
"2237","risk","zero",13,1,-99,-99,2,0.05,0,0,-99,-99
"2237","pea","bathtub",14,1,-99,-99,30,0.75,1,1,-99,-99
"2237","caring","skirt",15,1,-99,-99,8,0.2,0,1,-99,-99
"2237","calf","annoy",16,1,-99,-99,1,0.025,1,1,-99,-99
"2237","want","ascent",17,1,-99,-99,23,0.575,0,1,-99,-99
"2237","replace","roach",18,1,-99,-99,36,0.9,1,0,-99,-99
"2237","forest","knob",19,1,-99,-99,32,0.8,1,0,-99,-99
"2237","grip","beach",20,1,-99,-99,14,0.35,0,1,-99,-99
"2237","knock","otter",21,1,-99,-99,17,0.425,0,0,-99,-99
"2237","port","cinema",22,1,-99,-99,15,0.375,1,1,-99,-99
"2237","rock","milk",23,1,-99,-99,24,0.6,1,1,-99,-99
"2237","need","faucet",24,1,-99,-99,11,0.275,0,1,-99,-99
"2237","remind","foam",25,1,-99,-99,12,0.3,1,1,-99,-99
"2237","link","crisis",26,1,-99,-99,5,0.125,1,0,-99,-99
"2237","biology","temper",27,1,-99,-99,20,0.5,0,1,-99,-99
"2237","fee","chowder",28,1,-99,-99,9,0.225,0,1,-99,-99
"2237","banner","glide",29,1,-99,-99,38,0.95,0,0,-99,-99
"2237","glue","force",30,1,-99,-99,34,0.85,1,0,-99,-99
"2237","fan","feature",31,1,-99,-99,7,0.175,0,1,-99,-99
"2237","bleach","ruin",32,1,-99,-99,25,0.625,1,1,-99,-99
"2237","anger","decay",33,1,-99,-99,29,0.725,1,0,-99,-99
"2237","capital","figure",34,1,-99,-99,28,0.7,1,0,-99,-99
"2237","plant","worm",35,1,-99,-99,40,1,0,0,-99,-99
"2237","bullet","walkway",36,1,-99,-99,35,0.875,1,1,-99,-99
"2237","mill","feast",37,1,-99,-99,37,0.925,1,0,-99,-99
"2237","find","clown",38,1,-99,-99,21,0.525,0,0,-99,-99
"2237","smother","surgery",39,1,-99,-99,13,0.325,0,1,-99,-99
"2237","pork","emperor",40,1,-99,-99,19,0.475,1,1,-99,-99
"2237","knock","otter",1,2,-99,-99,17,0.425,0,0,-99,-99
"2237","replace","roach",2,2,-99,-99,36,0.9,1,0,-99,-99
"2237","shrink","mafia",3,2,-99,-99,27,0.675,1,0,-99,-99
"2237","bullet","walkway",4,2,-99,-99,35,0.875,1,1,-99,-99
"2237","find","clown",5,2,-99,-99,21,0.525,0,0,-99,-99
"2237","plant","worm",6,2,-99,-99,40,1,0,0,-99,-99
"2237","grip","beach",7,2,-99,-99,14,0.35,0,1,-99,-99
"2237","calf","annoy",8,2,-99,-99,1,0.025,1,1,-99,-99
"2237","mill","feast",9,2,-99,-99,37,0.925,1,0,-99,-99
"2237","climax","saucer",10,2,-99,-99,4,0.1,1,1,-99,-99
"2237","prison","loaf",11,2,-99,-99,16,0.4,0,0,-99,-99
"2237","bacon","feud",12,2,-99,-99,31,0.775,1,0,-99,-99
"2237","link","crisis",13,2,-99,-99,5,0.125,1,0,-99,-99
"2237","capital","figure",14,2,-99,-99,28,0.7,1,0,-99,-99
"2237","bleach","ruin",15,2,-99,-99,25,0.625,1,1,-99,-99
"2237","anger","decay",16,2,-99,-99,29,0.725,1,0,-99,-99
"2237","nerve","bumper",17,2,-99,-99,33,0.825,0,0,-99,-99
"2237","rock","milk",18,2,-99,-99,24,0.6,1,1,-99,-99
"2237","chicken","beet",19,2,-99,-99,26,0.65,1,1,-99,-99
"2237","pea","bathtub",20,2,-99,-99,30,0.75,1,1,-99,-99
"2237","caring","skirt",21,2,-99,-99,8,0.2,0,1,-99,-99
"2237","collect","loyalty",22,2,-99,-99,3,0.075,0,0,-99,-99
"2237","fan","feature",23,2,-99,-99,7,0.175,0,1,-99,-99
"2237","bias","sirloin",24,2,-99,-99,10,0.25,0,0,-99,-99
"2237","remind","foam",25,2,-99,-99,12,0.3,1,1,-99,-99
"2237","fee","chowder",26,2,-99,-99,9,0.225,0,1,-99,-99
"2237","biology","temper",27,2,-99,-99,20,0.5,0,1,-99,-99
"2237","pork","emperor",28,2,-99,-99,19,0.475,1,1,-99,-99
"2237","want","ascent",29,2,-99,-99,23,0.575,0,1,-99,-99
"2237","smother","surgery",30,2,-99,-99,13,0.325,0,1,-99,-99
"2237","date","laugh",31,2,-99,-99,6,0.15,1,0,-99,-99
"2237","glue","force",32,2,-99,-99,34,0.85,1,0,-99,-99
"2237","banner","glide",33,2,-99,-99,38,0.95,0,0,-99,-99
"2237","risk","zero",34,2,-99,-99,2,0.05,0,0,-99,-99
"2237","forest","knob",35,2,-99,-99,32,0.8,1,0,-99,-99
"2237","copy","bedroom",36,2,-99,-99,22,0.55,0,1,-99,-99
"2237","visit","glove",37,2,-99,-99,18,0.45,0,1,-99,-99
"2237","port","cinema",38,2,-99,-99,15,0.375,1,1,-99,-99
"2237","process","joker",39,2,-99,-99,39,0.975,0,0,-99,-99
"2237","need","faucet",40,2,-99,-99,11,0.275,0,1,-99,-99
"2237","climax","saucer",1,3,50,11.446,4,0.1,1,1,1,19.367
"2237","link","crisis",2,3,35,24.775,5,0.125,1,0,0,2.182
"2237","date","laugh",3,3,5,12.902,6,0.15,1,0,0,0.896
"2237","fan","feature",4,3,1,4.783,7,0.175,0,1,0,1.207
"2237","caring","skirt",5,3,1,5.102,8,0.2,0,1,0,1.342
"2237","fee","chowder",6,3,1,3.216,9,0.225,0,1,0,1.191
"2237","need","faucet",7,3,1,2.871,11,0.275,0,1,0,1.44
"2237","smother","surgery",8,3,1,5.76,13,0.325,0,1,0,1.119
"2237","grip","beach",9,3,1,4.96,14,0.35,0,1,0,1.439
"2237","port","cinema",10,3,20,8.136,15,0.375,1,1,1,2.199
"2237","visit","glove",11,3,1,3.528,18,0.45,0,1,0,0.776
"2237","pork","emperor",12,3,35,10.191,19,0.475,1,1,1,0.944
"2237","biology","temper",13,3,1,6.976,20,0.5,0,1,0,1.143
"2237","copy","bedroom",14,3,1,3.534,22,0.55,0,1,0,0.767
"2237","want","ascent",15,3,1,4.28,23,0.575,0,1,0,0.935
"2237","rock","milk",16,3,30,6.528,24,0.6,1,1,1,1.68
"2237","chicken","beet",17,3,10,15.454,26,0.65,1,1,1,0.967
"2237","shrink","mafia",18,3,1,2.911,27,0.675,1,0,0,0.696
"2237","capital","figure",19,3,1,5.679,28,0.7,1,0,0,1.087
"2237","anger","decay",20,3,1,2.871,29,0.725,1,0,0,1.159
"2237","pea","bathtub",21,3,30,11.176,30,0.75,1,1,1,0.832
"2237","bacon","feud",22,3,1,5.696,31,0.775,1,0,0,0.672
"2237","forest","knob",23,3,1,6.759,32,0.8,1,0,0,4.168
"2237","glue","force",24,3,1,6.983,34,0.85,1,0,0,1.046
"2237","bullet","walkway",25,3,10,11.072,35,0.875,1,1,1,1.104
"2237","replace","roach",26,3,1,3.648,36,0.9,1,0,0,1.04
"2237","mill","feast",27,3,1,2.863,37,0.925,1,0,0,0.992
"2237","banner","glide",28,3,1,4.96,38,0.95,0,0,1,1.536
"2237","process","joker",29,3,1,8.166,39,0.975,0,0,1,1.452
"2237","plant","worm",30,3,1,2.394,40,1,0,0,1,0.864
"2237","collect","loyalty",31,3,1,2.136,3,0.075,0,0,1,0.76
"2237","knock","otter",32,3,1,1.872,17,0.425,0,0,1,1.856
"2237","bleach","ruin",33,3,10,11.447,25,0.625,1,1,1,0.792
"2237","nerve","bumper",34,3,1,2.774,33,0.825,0,0,1,1.031
"2237","bias","sirloin",35,3,1,4.888,10,0.25,0,0,1,0.615
"2237","prison","loaf",36,3,1,3.207,16,0.4,0,0,1,0.887
"2237","find","clown",37,3,1,2.182,21,0.525,0,0,1,0.959
"2237","risk","zero",38,3,1,2.64,2,0.05,0,0,1,0.848
"2237","remind","foam",39,3,1,2.055,12,0.3,1,1,1,0.864
"2237","calf","annoy",40,3,1,7.04,1,0.025,1,1,1,0.847
"3109","shrink","mafia",1,1,-99,-99,29,0.725,1,1,-99,-99
"3109","banner","glide",2,1,-99,-99,30,0.75,1,0,-99,-99
"3109","smother","surgery",3,1,-99,-99,38,0.95,1,0,-99,-99
"3109","mill","feast",4,1,-99,-99,15,0.375,1,1,-99,-99
"3109","climax","saucer",5,1,-99,-99,2,0.05,1,0,-99,-99
"3109","anger","decay",6,1,-99,-99,39,0.975,0,1,-99,-99
"3109","knock","otter",7,1,-99,-99,26,0.65,0,1,-99,-99
"3109","want","ascent",8,1,-99,-99,14,0.35,1,0,-99,-99
"3109","plant","worm",9,1,-99,-99,4,0.1,1,0,-99,-99
"3109","fan","feature",10,1,-99,-99,11,0.275,1,1,-99,-99
"3109","risk","zero",11,1,-99,-99,10,0.25,0,1,-99,-99
"3109","bias","sirloin",12,1,-99,-99,37,0.925,0,1,-99,-99
"3109","prison","loaf",13,1,-99,-99,27,0.675,0,0,-99,-99
"3109","bullet","walkway",14,1,-99,-99,9,0.225,0,0,-99,-99
"3109","pork","emperor",15,1,-99,-99,6,0.15,0,0,-99,-99
"3109","grip","beach",16,1,-99,-99,21,0.525,0,0,-99,-99
"3109","glue","force",17,1,-99,-99,28,0.7,0,0,-99,-99
"3109","need","faucet",18,1,-99,-99,40,1,0,1,-99,-99
"3109","remind","foam",19,1,-99,-99,31,0.775,0,1,-99,-99
"3109","visit","glove",20,1,-99,-99,24,0.6,0,1,-99,-99
"3109","fee","chowder",21,1,-99,-99,12,0.3,1,1,-99,-99
