"subn","word1","word2","trial","list","jol","jolrt","jolrank","jolrankp","practice","honor","choice","choicert","restudyresp","restudyacc","restudyrtfirst","restudyrt","response","testacc","rtfirst","rt"
"1762","prison","loaf",20,1,1,2.231,14,0.35,1,0,0,0.971,NA,NA,NA,NA,"cell",0,1.585,2.212
"1762","smother","surgery",27,1,77,4.83,4,0.1,0,0,1,7.871,NA,NA,NA,NA,"surgery",1,2.545,10.466
"1762","bias","sirloin",23,1,72,3.375,39,0.975,0,0,1,0.688,NA,NA,NA,NA,"sirloin",1,1.386,4.616
"1762","rock","milk",30,1,1,1.909,36,0.9,0,1,0,0.673,NA,NA,NA,NA,"milk",1,1.771,2.473
"1762","visit","glove",17,1,1,2.231,1,0.025,1,1,1,0.735,NA,NA,NA,NA,"frame",0,1.523,2.435
"1762","caring","skirt",38,1,1,2.271,2,0.05,1,1,1,0.673,NA,NA,NA,NA,"can",0,3.113,3.899
"1762","port","cinema",37,1,1,4.573,5,0.125,1,1,1,1.839,NA,NA,NA,NA,"lucy",0,1.784,2.715
"1762","fan","feature",11,1,1,7.181,31,0.775,0,1,0,0.727,NA,NA,NA,NA,"blade",0,1.549,4.722
"1762","bacon","feud",35,1,1,2.191,26,0.65,0,1,0,1.157,NA,NA,NA,NA,"king",0,5.952,8.929
"1762","want","ascent",36,1,1,2.325,20,0.5,1,0,0,0.727,NA,NA,NA,NA,"monkey",0,2.892,3.86
"1762","capital","figure",39,1,1,2.137,10,0.25,1,1,1,0.987,NA,NA,NA,NA,"fight",0,1.477,2.224
"1762","calf","annoy",8,1,27,2.419,38,0.95,0,1,0,0.703,NA,NA,NA,NA,"laugh",0,3.24,4.122
"1762","find","clown",32,1,1,1.754,8,0.2,1,1,1,0.617,NA,NA,NA,NA,"truck",0,3.771,4.555
"1762","replace","roach",25,1,1,3.906,7,0.175,1,0,0,1.159,NA,NA,NA,NA,"log",0,1.39,2.051
"1762","grip","beach",31,1,1,2.594,37,0.925,0,0,1,0.694,NA,NA,NA,NA,"beach",1,1.54,2.442
"1762","link","crisis",5,1,3,2.731,30,0.75,0,1,0,1.331,NA,NA,NA,NA,"bleach",0,25.838,26.669
"1762","climax","saucer",4,1,100,2.583,11,0.275,0,0,1,1.417,NA,NA,NA,NA,"saucer",1,1.447,2.34
"1762","bleach","ruin",28,1,1,3.021,12,0.3,1,1,1,2.397,NA,NA,NA,NA,"road",0,3.753,6.076
"1762","knock","otter",18,1,1,2.107,22,0.55,1,0,0,1.128,NA,NA,NA,NA,"rock",0,1.682,2.63
"1762","need","faucet",34,1,1,2.395,32,0.8,0,1,0,1.049,NA,NA,NA,NA,"brush",0,1.186,4.776
"1762","nerve","bumper",6,1,1,2.959,25,0.625,1,1,1,1.385,NA,NA,NA,NA,"ending",0,1.732,2.518
"1762","fee","chowder",1,1,1,2.717,34,0.85,0,1,0,1.095,NA,NA,NA,NA,"sports",0,2.667,3.595
"1762","date","laugh",29,1,100,2.151,23,0.575,0,0,1,1.167,NA,NA,NA,NA,"raisin",0,2.288,4.913
"1762","biology","temper",7,1,1,2.193,16,0.4,1,0,0,0.743,NA,NA,NA,NA,"microscope",0,1.527,3.279
"1803","grip","beach",36,1,100,9.647,12,0.3,1,1,1,1.247,NA,NA,NA,NA,"beach",1,3.199,7.018
"1803","date","laugh",40,1,72,6.143,25,0.625,1,1,1,0.999,NA,NA,NA,NA,"laugh",1,2.484,6.629
"1803","collect","loyalty",24,1,1,15.527,35,0.875,1,0,0,0.599,NA,NA,NA,NA,"skip",0,28.37,42.074
"1803","prison","loaf",34,1,100,5.367,38,0.95,1,1,1,1.624,NA,NA,NA,NA,"loaf",1,2.409,6.502
"1803","process","joker",8,1,1,6.591,36,0.9,1,0,0,0.734,NA,NA,NA,NA,"skip",0,13.121,15.94
"1803","link","crisis",16,1,1,1.983,10,0.25,0,0,1,0.719,NA,NA,NA,NA,"crisis",1,12.341,16.165
"1803","remind","foam",1,1,1,2.039,16,0.4,0,0,1,0.798,NA,NA,NA,NA,"skip",0,2.449,5.294
"1803","need","faucet",15,1,1,4.047,21,0.525,0,1,0,1.276,NA,NA,NA,NA,"skip",0,7.898,10.573
"1803","nerve","bumper",18,1,1,5.015,5,0.125,0,1,0,0.83,NA,NA,NA,NA,"skip",0,10.853,13.26
"1803","chicken","beet",23,1,1,19.031,19,0.475,0,1,0,0.83,NA,NA,NA,NA,"beet",1,3.669,5.95
"1803","copy","bedroom",26,1,25,10.375,14,0.35,1,0,0,1.303,NA,NA,NA,NA,"skip",0,8.881,11.037
"1803","want","ascent",35,1,1,1.768,1,0.025,0,0,1,0.814,NA,NA,NA,NA,"skip",0,6.537,9.702
"1803","pea","bathtub",2,1,1,2.231,23,0.575,0,0,1,0.679,NA,NA,NA,NA,"bathtub",1,4.254,8.558
"1803","forest","knob",29,1,1,2.079,8,0.2,0,0,1,0.703,NA,NA,NA,NA,"knob",1,3.387,6.478
"1803","mill","feast",25,1,2,2.983,33,0.825,1,0,0,1.423,NA,NA,NA,NA,"skip",0,2.334,4.374
"1803","fan","feature",27,1,1,2.615,40,1,0,0,1,0.767,NA,NA,NA,NA,"skip",0,8.819,10.966
"1803","visit","glove",30,1,1,6.543,22,0.55,0,1,0,1.072,NA,NA,NA,NA,"skip",0,13.461,17.773
"1803","shrink","mafia",22,1,1,6.063,27,0.675,1,0,0,1.159,NA,NA,NA,NA,"skip",0,3.078,5.366
"1803","plant","worm",21,1,1,2.799,20,0.5,0,0,1,0.695,NA,NA,NA,NA,"worm",1,3.791,6.662
"1803","rock","milk",6,1,1,7.663,15,0.375,0,1,0,1.064,NA,NA,NA,NA,"skip",0,9.646,15.845
"1803","find","clown",3,1,1,3.567,26,0.65,0,1,0,1.839,NA,NA,NA,NA,"skip",0,2.963,8.566
"1803","risk","zero",4,1,100,20.909,2,0.05,1,1,1,8.589,NA,NA,NA,NA,"zero",1,10.05,13.246
"1803","bleach","ruin",37,1,1,16.086,31,0.775,1,0,0,1.095,NA,NA,NA,NA,"ruin",1,2.929,10.213
"1803","calf","annoy",17,1,1,2.015,11,0.275,0,0,1,0.711,NA,NA,NA,NA,"annoy",1,3.132,9.87
"1803","glue","force",9,1,1,6.543,4,0.1,0,1,0,2.023,NA,NA,NA,NA,"skip",0,2.133,5.766
"1803","fee","chowder",5,1,1,7.712,37,0.925,1,0,0,0.838,NA,NA,NA,NA,"skip",0,4.571,8.158
"1803","smother","surgery",14,1,21,18.95,17,0.425,1,1,1,1.223,NA,NA,NA,NA,"skip",0,3.861,7.422
"1803","bias","sirloin",28,1,25,5.255,18,0.45,1,1,1,5.207,NA,NA,NA,NA,"skip",0,2.386,6.358
"1803","bullet","walkway",13,1,1,4.6,28,0.7,1,1,1,0.727,NA,NA,NA,NA,"skip",0,13.172,16.628
"1803","banner","glide",33,1,1,2.487,9,0.225,0,1,0,3.911,NA,NA,NA,NA,"skip",0,8.058,11.478
"1803","replace","roach",32,1,1,3.127,32,0.8,1,0,0,1.247,NA,NA,NA,NA,"skip",0,4.645,8.18
"1803","anger","decay",20,1,100,5.758,13,0.325,1,1,1,1.071,NA,NA,NA,NA,"decay",1,8.311,11.702
"1803","capital","figure",11,1,1,8.247,29,0.725,1,0,0,1.263,NA,NA,NA,NA,"skip",0,2.43,5.35
"1803","pork","emperor",38,1,1,2.151,7,0.175,1,1,1,0.839,NA,NA,NA,NA,"power",0,7.458,11.373
"1803","bacon","feud",19,1,1,2.91,39,0.975,0,0,1,2.863,NA,NA,NA,NA,"crisis",0,31.066,35.529
"1803","knock","otter",7,1,1,3.617,34,0.85,1,0,0,1.285,NA,NA,NA,NA,"skip",0,38.02,41.907
"1803","climax","saucer",12,1,1,13.182,24,0.6,0,1,0,0.839,NA,NA,NA,NA,"feature",0,17.391,21.656
"1803","biology","temper",10,1,74,11.111,30,0.75,1,1,1,0.912,NA,NA,NA,NA,"temper",1,4.663,10.774
"1803","caring","skirt",39,1,1,11.046,3,0.075,0,1,0,2.775,NA,NA,NA,NA,"bumper",0,34.249,38.489
"1803","port","cinema",31,1,1,2.072,6,0.15,0,0,1,0.888,NA,NA,NA,NA,"skip",0,13.662,17.996
"2237","remind","foam",12,1,1,2.055,12,0.3,1,1,1,0.864,NA,NA,NA,NA,"skip",0,12.144,16.674
"2237","plant","worm",9,1,1,2.394,40,1,0,0,1,0.864,NA,NA,NA,NA,"worm",1,1.909,3.551
"2237","visit","glove",37,1,1,3.528,18,0.45,0,1,0,0.776,NA,NA,NA,NA,"skip",0,3.198,5.543
"2237","fee","chowder",20,1,1,3.216,9,0.225,0,1,0,1.191,NA,NA,NA,NA,"skip",0,3.613,5.712
"2237","fan","feature",2,1,1,4.783,7,0.175,0,1,0,1.207,NA,NA,NA,NA,"skip",0,12.053,14.302
"2237","pea","bathtub",7,1,30,11.176,30,0.75,1,1,1,0.832,NA,NA,NA,NA,"bathtub",1,3.406,9.327
"2237","rock","milk",8,1,30,6.528,24,0.6,1,1,1,1.68,NA,NA,NA,NA,"milk",1,1.918,3.967
"2237","grip","beach",17,1,1,4.96,14,0.35,0,1,0,1.439,NA,NA,NA,NA,"skip",0,3.053,4.991
"2237","risk","zero",28,1,1,2.64,2,0.05,0,0,1,0.848,NA,NA,NA,NA,"zero",1,12.47,15.713
"2237","prison","loaf",22,1,1,3.207,16,0.4,0,0,1,0.887,NA,NA,NA,NA,"loaf",1,3.405,5.399
"2237","date","laugh",26,1,5,12.902,6,0.15,1,0,0,0.896,NA,NA,NA,NA,"skip",0,2.549,4.591
"2237","anger","decay",24,1,1,2.871,29,0.725,1,0,0,1.159,NA,NA,NA,NA,"skip",0,2.229,4.135
"2237","capital","figure",35,1,1,5.679,28,0.7,1,0,0,1.087,NA,NA,NA,NA,"skip",0,1.822,3.511
"2237","copy","bedroom",4,1,1,3.534,22,0.55,0,1,0,0.767,NA,NA,NA,NA,"skip",0,2.87,4.511
"2237","climax","saucer",6,1,50,11.446,4,0.1,1,1,1,19.367,NA,NA,NA,NA,"saucer",1,2.124,4.078
"2237","bullet","walkway",3,1,10,11.072,35,0.875,1,1,1,1.104,NA,NA,NA,NA,"sidewalk",0,2.006,4.928
"2237","find","clown",16,1,1,2.182,21,0.525,0,0,1,0.959,NA,NA,NA,NA,"skip",0,2.542,4.473
"2237","process","joker",40,1,1,8.166,39,0.975,0,0,1,1.452,NA,NA,NA,NA,"skip",0,2.557,4.447
"2237","collect","loyalty",21,1,1,2.136,3,0.075,0,0,1,0.76,NA,NA,NA,NA,"skip",0,1.877,3.751
"2237","pork","emperor",15,1,35,10.191,19,0.475,1,1,1,0.944,NA,NA,NA,NA,"emporer",0,1.886,4.448
"2237","banner","glide",30,1,1,4.96,38,0.95,0,0,1,1.536,NA,NA,NA,NA,"glide",1,4.501,6.014
"2237","nerve","bumper",14,1,1,2.774,33,0.825,0,0,1,1.031,NA,NA,NA,NA,"skip",0,2.133,3.943
"2237","caring","skirt",36,1,1,5.102,8,0.2,0,1,0,1.342,NA,NA,NA,NA,"skip",0,1.831,3.552
"2237","mill","feast",23,1,1,2.863,37,0.925,1,0,0,0.992,NA,NA,NA,NA,"skip",0,3.893,5.703
"2237","calf","annoy",19,1,1,7.04,1,0.025,1,1,1,0.847,NA,NA,NA,NA,"annoy",1,1.677,4.119
"2237","knock","otter",5,1,1,1.872,17,0.425,0,0,1,1.856,NA,NA,NA,NA,"skip",0,2.158,4.08
"2237","smother","surgery",31,1,1,5.76,13,0.325,0,1,0,1.119,NA,NA,NA,NA,"skip",0,2.901,6.207
"2237","bleach","ruin",38,1,10,11.447,25,0.625,1,1,1,0.792,NA,NA,NA,NA,"skip",0,2.829,5.015
"2237","want","ascent",18,1,1,4.28,23,0.575,0,1,0,0.935,NA,NA,NA,NA,"skip",0,2.221,4.199
"2237","bias","sirloin",13,1,1,4.888,10,0.25,0,0,1,0.615,NA,NA,NA,NA,"skip",0,31.15,32.863
"2237","link","crisis",33,1,35,24.775,5,0.125,1,0,0,2.182,NA,NA,NA,NA,"frantic",0,2.637,4.999
"2237","need","faucet",1,1,1,2.871,11,0.275,0,1,0,1.44,NA,NA,NA,NA,"skip",0,2.029,3.847
"2237","bacon","feud",11,1,1,5.696,31,0.775,1,0,0,0.672,NA,NA,NA,NA,"skip",0,6.462,8.144
"2237","forest","knob",25,1,1,6.759,32,0.8,1,0,0,4.168,NA,NA,NA,NA,"skip",0,2.846,4.72
"2237","replace","roach",27,1,1,3.648,36,0.9,1,0,0,1.04,NA,NA,NA,NA,"skip",0,1.838,3.56
"2237","port","cinema",34,1,20,8.136,15,0.375,1,1,1,2.199,NA,NA,NA,NA,"skip",0,2.286,4.328
"2237","biology","temper",32,1,1,6.976,20,0.5,0,1,0,1.143,NA,NA,NA,NA,"skip",0,6.094,7.744
"2237","chicken","beet",39,1,10,15.454,26,0.65,1,1,1,0.967,NA,NA,NA,NA,"beet",1,2.79,4.096
"2237","shrink","mafia",29,1,1,2.911,27,0.675,1,0,0,0.696,NA,NA,NA,NA,"skip",0,2.87,4.656
"2237","glue","force",10,1,1,6.983,34,0.85,1,0,0,1.046,NA,NA,NA,NA,"skip",0,1.751,3.52
"3109","anger","decay",40,1,28,4.272,39,0.975,0,1,0,1.448,NA,NA,NA,NA,"joker",0,17.867,21.132
"3109","smother","surgery",17,1,74,2.208,38,0.95,1,0,0,1.468,NA,NA,NA,NA,"skirt",0,12.496,15.287
"3109","risk","zero",34,1,27,2.971,10,0.25,0,1,0,1.301,NA,NA,NA,NA,"annoy",0,10.243,12.513
"3109","bullet","walkway",23,1,68,2.167,9,0.225,0,0,1,2.044,NA,NA,NA,NA,"nerve",0,12.596,14.859
"3109","replace","roach",12,1,84,2.343,5,0.125,1,1,1,2.128,NA,NA,NA,NA,"bumper",0,3.452,6.354
"3109","shrink","mafia",18,1,76,4.196,29,0.725,1,1,1,1.985,NA,NA,NA,NA,"need",0,15.244,16.89
"3109","want","ascent",4,1,82,18.112,14,0.35,1,0,0,2.148,NA,NA,NA,NA,"glue",0,8.634,10.73
"3109","fan","feature",19,1,76,2.683,11,0.275,1,1,1,1.393,NA,NA,NA,NA,"pork",0,5.056,9.088
"3109","biology","temper",6,1,27,7.128,17,0.425,0,1,0,1.33,NA,NA,NA,NA,"science",0,7.76,10.481
"3109","banner","glide",10,1,78,3.453,30,0.75,1,0,0,1.983,NA,NA,NA,NA,"feature",0,10.864,15.21
"3109","collect","loyalty",1,1,17,4.059,8,0.2,0,1,0,1.485,NA,NA,NA,NA,"worm",0,4.304,5.647
"3109","glue","force",32,1,74,3.083,28,0.7,0,0,1,1.184,NA,NA,NA,NA,"force",1,12.098,14.528
"3109","knock","otter",37,1,16,3.987,26,0.65,0,1,0,1.04,NA,NA,NA,NA,"want",0,13.783,15.697
"3109","date","laugh",39,1,16,3.388,16,0.4,0,1,0,1.371,NA,NA,NA,NA,"decay",0,10.333,12.677
"3109","remind","foam",30,1,20,3.452,31,0.775,0,1,0,2.144,NA,NA,NA,NA,"climax",0,5.886,12.702
"3109","caring","skirt",7,1,99,4.454,7,0.175,1,1,1,1.25,NA,NA,NA,NA,"skirt",1,18.891,20.955
"3109","bleach","ruin",31,1,31,5.434,33,0.825,1,0,0,1.688,NA,NA,NA,NA,"milk",0,34.487,35.702
"3109","mill","feast",25,1,81,2.923,15,0.375,1,1,1,2.121,NA,NA,NA,NA,"banner",0,10.379,12.587
"3109","port","cinema",33,1,68,2.409,18,0.45,0,0,1,1.734,NA,NA,NA,NA,"Feast",0,10.9,12.929
"3109","climax","saucer",20,1,31,3.202,2,0.05,1,0,0,1.02,NA,NA,NA,NA,"saucer",1,49.741,52.274
"3109","need","faucet",5,1,9,5.165,40,1,0,1,0,0.932,NA,NA,NA,NA,"faucet",1,15.49,18.619
"3109","forest","knob",26,1,65,2.656,23,0.575,0,0,1,1.098,NA,NA,NA,NA,"weed",0,3.067,4.421
"3109","capital","figure",27,1,78,3.217,32,0.8,1,0,0,1.529,NA,NA,NA,NA,"figure",1,21.315,24.134
"3109","calf","annoy",22,1,32,4.756,20,0.5,1,0,0,2.09,NA,NA,NA,NA,"laugh",0,8.586,10.528
"3109","pork","emperor",3,1,57,3.099,6,0.15,0,0,1,0.956,NA,NA,NA,NA,"sirloin",0,2.226,6.256
"3109","bias","sirloin",28,1,18,16.131,37,0.925,0,1,0,2.045,NA,NA,NA,NA,"copy",0,5.059,7.018
"3109","grip","beach",21,1,69,2.942,21,0.525,0,0,1,1.087,NA,NA,NA,NA,"beach",1,27.875,30.175
"3109","copy","bedroom",11,1,79,3.645,3,0.075,1,1,1,1.196,NA,NA,NA,NA,"bedroom",1,8.432,11.373
"3109","rock","milk",24,1,71,3.981,25,0.625,0,0,1,2.091,NA,NA,NA,NA,"solid",0,3.219,5.706
"3109","bacon","feud",2,1,86,3.592,34,0.85,1,1,1,1.079,NA,NA,NA,NA,"pork",0,2.916,5.618
"3109","fee","chowder",29,1,93,4.311,12,0.3,1,1,1,2.53,NA,NA,NA,NA,"date",0,5.796,7.442
"3109","chicken","beet",15,1,92,7.356,13,0.325,1,1,1,3.704,NA,NA,NA,NA,"dinner",0,1.868,4.43
"3109","process","joker",14,1,71,3.584,19,0.475,0,0,1,1.207,NA,NA,NA,NA,"port",0,8.829,12.836
"3109","find","clown",38,1,1,7.675,1,0.025,0,0,1,12.477,NA,NA,NA,NA,"access",0,9.547,12.739
"3109","nerve","bumper",13,1,29,2.784,22,0.55,1,0,0,1.541,NA,NA,NA,NA,"bumper",1,21.02,23.334
"3109","prison","loaf",8,1,73,2.237,27,0.675,0,0,1,0.866,NA,NA,NA,NA,"suit",0,4.96,6.682
"3109","pea","bathtub",36,1,56,22.738,36,0.9,1,0,0,10.239,NA,NA,NA,NA,"grip",0,19.158,21.785
"3109","visit","glove",35,1,26,3.759,24,0.6,0,1,0,1.714,NA,NA,NA,NA,"bullet",0,6.165,9.138
"3109","plant","worm",9,1,72,2.387,4,0.1,1,0,0,1.155,NA,NA,NA,NA,"chowder ",0,2.375,6.317
"3109","link","crisis",16,1,78,7.172,35,0.875,1,1,1,2.124,NA,NA,NA,NA,"walkway",0,6.105,9.574
"4214","biology","temper",15,1,1,1.638,30,0.75,1,1,1,0.631,NA,NA,NA,NA,"temper",1,3.501,5.412
"4214","rock","milk",24,1,1,1.55,35,0.875,1,1,1,1.255,NA,NA,NA,NA,"SKIP",0,2.092,2.895
"4214","bias","sirloin",27,1,1,2.006,36,0.9,0,0,1,1.015,NA,NA,NA,NA,"SKIP",0,24.437,24.99
"4214","climax","saucer",9,1,1,1.846,37,0.925,1,1,1,0.91,NA,NA,NA,NA,"SKIP",0,1.483,1.951
"4214","replace","roach",2,1,1,1.279,15,0.375,0,1,0,0.71,NA,NA,NA,NA,"SKIP",0,1.195,1.639
"4214","capital","figure",6,1,1,4.895,3,0.075,1,0,0,0.862,NA,NA,NA,NA,"figure",1,1.999,4.224
"4214","date","laugh",34,1,1,3.135,4,0.1,1,0,0,0.974,NA,NA,NA,NA,"SKIP",0,1.272,1.702
"4214","bleach","ruin",10,1,1,2.983,33,0.825,1,1,1,0.614,NA,NA,NA,NA,"SKIP",0,2.084,2.676
"4214","link","crisis",18,1,1,12.254,16,0.4,0,1,0,1.087,NA,NA,NA,NA,"SKIP",0,0.845,1.226
"4214","copy","bedroom",40,1,1,1.926,8,0.2,1,0,0,0.951,NA,NA,NA,NA,"SKIP",0,0.996,2.647
"4214","plant","worm",29,1,100,10.286,19,0.475,0,1,0,1.238,NA,NA,NA,NA,"worm",1,7.654,9.598
"4214","chicken","beet",17,1,1,38.453,1,0.025,1,0,0,18.197,NA,NA,NA,NA,"beet",1,5.682,6.816
"4214","anger","decay",39,1,100,4.167,28,0.7,0,0,1,1.022,NA,NA,NA,NA,"decay",1,1.657,3.127
"4214","calf","annoy",38,1,100,2.359,26,0.65,0,0,1,0.702,NA,NA,NA,NA,"SKIP",0,1.625,2.111
"4214","smother","surgery",12,1,100,3.646,24,0.6,0,1,0,0.807,NA,NA,NA,NA,"sugary",0,2.849,5.863
"4214","remind","foam",19,1,1,2.166,29,0.725,1,1,1,0.783,NA,NA,NA,NA,"SKIP",0,0.985,1.439
"4214","grip","beach",14,1,76,9.536,10,0.25,0,1,0,1.151,NA,NA,NA,NA,"SKIP",0,0.787,1.199
"4214","fee","chowder",7,1,1,4.693,2,0.05,1,1,1,6.167,NA,NA,NA,NA,"SKIP",0,0.797,1.286
"4214","visit","glove",16,1,1,1.526,23,0.575,0,0,1,0.718,NA,NA,NA,NA,"SKIP",0,0.859,1.23
"4214","forest","knob",3,1,1,5.638,32,0.8,1,1,1,0.934,NA,NA,NA,NA,"SKIP",0,0.793,1.215
"4214","bacon","feud",13,1,1,1.79,40,1,0,0,1,0.703,NA,NA,NA,NA,"SKIP",0,0.733,1.119
"4214","fan","feature",8,1,1,1.807,5,0.125,1,0,0,0.894,NA,NA,NA,NA,"SKIP",0,0.789,1.206
"4214","process","joker",1,1,1,1.774,25,0.625,0,1,0,0.822,NA,NA,NA,NA,"SKIP",0,0.824,1.215
"4214","want","ascent",32,1,1,1.966,14,0.35,0,1,0,1.109,NA,NA,NA,NA,"SKIP",0,0.743,1.159
"4214","banner","glide",36,1,1,1.576,22,0.55,0,1,0,0.718,NA,NA,NA,NA,"SKIP",0,0.842,1.239
"4214","collect","loyalty",4,1,1,1.47,38,0.95,0,0,1,0.71,NA,NA,NA,NA,"SKIP",0,0.83,1.344
"4214","pork","emperor",26,1,100,2.502,31,0.775,0,0,1,0.67,NA,NA,NA,NA,"emperor",1,1.646,4.205
"4214","mill","feast",22,1,1,1.654,9,0.225,0,0,1,0.903,NA,NA,NA,NA,"SKIP",0,0.833,1.31
"4214","caring","skirt",28,1,1,2.557,27,0.675,1,1,1,0.963,NA,NA,NA,NA,"SKIP",0,0.727,1.64
"4214","glue","force",37,1,1,1.374,13,0.325,1,0,0,0.886,NA,NA,NA,NA,"SKIP",0,0.966,1.31
"4214","pea","bathtub",30,1,1,1.903,11,0.275,1,0,0,0.871,NA,NA,NA,NA,"SKIP",0,1.287,1.703
"4214","shrink","mafia",33,1,1,1.782,6,0.15,1,0,0,6.791,NA,NA,NA,NA,"SKIP",0,0.828,1.208
"4214","prison","loaf",31,1,100,3.366,20,0.5,0,0,1,0.558,NA,NA,NA,NA,"loaf",1,1.402,2.822
"4214","nerve","bumper",21,1,1,1.99,21,0.525,0,1,0,0.718,NA,NA,NA,NA,"SKIP",0,0.792,1.359
"4214","port","cinema",5,1,1,2.334,18,0.45,0,1,0,0.727,NA,NA,NA,NA,"SKIP",0,0.776,1.647
"4214","risk","zero",20,1,1,1.742,39,0.975,1,1,1,0.68,NA,NA,NA,NA,"zero",1,1.184,2.551
"4214","knock","otter",25,1,1,1.526,12,0.3,1,0,0,0.735,NA,NA,NA,NA,"SKIP",0,1.338,1.727
"4214","need","faucet",11,1,1,3.207,7,0.175,1,0,0,0.822,NA,NA,NA,NA,"SKIP",0,0.78,1.198
"4214","bullet","walkway",23,1,1,1.382,17,0.425,0,0,1,0.943,NA,NA,NA,NA,"SKIP",0,1.157,1.548
"4214","find","clown",35,1,1,2.126,34,0.85,1,1,1,0.806,NA,NA,NA,NA,"SKIP",0,0.96,1.511
"5195","bleach","ruin",6,1,77,1.951,19,0.475,1,0,0,0.678,NA,NA,NA,NA,"ruin",1,3.343,4.595
"5195","nerve","bumper",11,1,21,3.479,1,0.025,0,1,0,0.581,NA,NA,NA,NA,"bumper",1,9.257,11.398
"5195","date","laugh",13,1,41,10.679,36,0.9,0,1,0,0.839,NA,NA,NA,NA,"laugh",1,3.383,7.238
"5195","pork","emperor",8,1,75,2.055,14,0.35,1,0,0,0.6,NA,NA,NA,NA,"feud",0,2.759,4.775
"5195","risk","zero",40,1,80,1.671,6,0.15,1,0,0,0.703,NA,NA,NA,NA,"zero",1,3.009,4.165
"5195","mill","feast",22,1,69,1.942,30,0.75,0,0,1,1.255,NA,NA,NA,NA,"rock",0,11.782,13.334
"5195","copy","bedroom",20,1,68,1.774,3,0.075,1,0,0,0.687,NA,NA,NA,NA,"bed",0,4.78,14.066
"5195","remind","foam",33,1,64,5.703,40,1,0,0,1,0.655,NA,NA,NA,NA,"foam",1,8.095,12.255
"5195","calf","annoy",14,1,82,6.975,26,0.65,1,1,1,3.607,NA,NA,NA,NA,"annoy",1,3.43,8.152
"5195","biology","temper",1,1,88,2.591,11,0.275,1,1,1,1.847,NA,NA,NA,NA,"temper",1,1.873,5.842
"5195","process","joker",29,1,68,5.366,9,0.225,0,0,1,0.991,NA,NA,NA,NA,"joker",1,4.473,6.354
"5195","find","clown",26,1,42,8.751,28,0.7,0,1,0,0.862,NA,NA,NA,NA,"clown",1,1.369,7.847
"5195","glue","force",5,1,68,6.176,15,0.375,0,0,1,0.583,NA,NA,NA,NA,"force",1,11.026,13.553
"5195","grip","beach",21,1,73,5.311,27,0.675,0,0,1,0.783,NA,NA,NA,NA,"beach",1,11.299,14.196
"5195","need","faucet",2,1,63,9.743,17,0.425,1,0,0,5.381,NA,NA,NA,NA,"glide",0,20.97,23.837
"5195","want","ascent",7,1,73,4.911,37,0.925,1,0,0,5.334,NA,NA,NA,NA,"feature",0,13.018,16.506
"5195","chicken","beet",32,1,83,2.118,34,0.85,1,1,1,1.087,NA,NA,NA,NA,"sugar",0,15.38,28.343
"5195","bias","sirloin",16,1,65,7.543,8,0.2,0,0,1,0.711,NA,NA,NA,NA,"sirloin",1,18.604,20.623
"5195","shrink","mafia",12,1,75,2.423,2,0.05,1,0,0,0.991,NA,NA,NA,NA,"mafia",1,1.212,5.463
