"subn","word1","word2","trial","list","jol","jolrt","jolrank","jolrankp","practice","honor","choice","choicert","restudyresp","restudyacc","restudyrtfirst","restudyrt"
"1055","replace","roach",21,3,27,4.733,21,0.525,1,1,1,1.022,"no",0,NA,7.977
"1055","glue","force",22,3,15,4.11,3,0.075,0,0,1,7.631,"",NA,NA,NA
"1055","fee","chowder",23,3,16,2.743,8,0.2,0,0,1,1.31,"",NA,NA,NA
"1055","risk","zero",24,3,36,3.508,27,0.675,0,1,0,1.07,"",NA,NA,NA
"1055","visit","glove",25,3,36,3.277,28,0.7,1,0,0,0.799,"no",0,NA,11.281
"1055","date","laugh",26,3,67,9.719,34,0.85,1,0,0,1.797,"laugh",1,NA,7.085
"1055","biology","temper",27,3,17,3.02,10,0.25,0,0,1,8.072,"",NA,NA,NA
"1055","pea","bathtub",28,3,22,3.991,16,0.4,0,1,0,1.604,"",NA,NA,NA
"1055","remind","foam",29,3,20,3.116,14,0.35,1,1,1,1.624,"no",0,NA,17.906
"1055","caring","skirt",30,3,11,4.035,2,0.05,0,0,1,6.829,"",NA,NA,NA
"1055","fan","feature",31,3,34,3.077,26,0.65,0,1,0,7.214,"",NA,NA,NA
"1055","smother","surgery",32,3,16,8.245,7,0.175,0,0,1,1.045,"",NA,NA,NA
"1055","want","ascent",33,3,26,9.916,19,0.475,0,1,0,1.318,"",NA,NA,NA
"1055","forest","knob",34,3,26,4.91,20,0.5,1,1,1,3.526,"no",0,NA,20.192
"1055","bullet","walkway",35,3,20,12.573,13,0.325,1,1,1,1.198,"no",0,NA,9.152
"1055","link","crisis",36,3,18,2.845,11,0.275,0,1,0,1.533,"",NA,NA,NA
"1055","anger","decay",37,3,52,13.313,32,0.8,1,0,0,13.139,"decay",1,NA,11.734
"1055","grip","beach",38,3,32,12.78,24,0.6,0,1,0,1.301,"",NA,NA,NA
"1055","copy","bedroom",39,3,22,3.797,17,0.425,1,1,1,1.23,"bedroom",1,NA,13.891
"1055","pork","emperor",40,3,74,3.252,37,0.925,1,0,0,0.872,"no",0,NA,14.623
"1262","want","ascent",1,1,12,35.108,3,0.075,1,0,0,1.15,"bias",0,NA,50.756
"1262","nerve","bumper",2,1,35,3.752,9,0.225,1,0,0,1.038,"bumper",1,NA,6.982
"1262","pea","bathtub",3,1,63,6.447,26,0.65,0,1,0,0.878,"",NA,NA,NA
"1262","bias","sirloin",4,1,70,7.989,30,0.75,0,0,1,41.024,"",NA,NA,NA
"1262","process","joker",5,1,41,17.932,11,0.275,1,0,0,1.022,"joker",1,NA,17.783
"1262","find","clown",6,1,53,12.097,13,0.325,1,0,0,1.26,"clown",1,NA,14.318
"1262","remind","foam",7,1,54,41.487,14,0.35,1,1,1,1.087,"figure",0,NA,26.312
"1262","calf","annoy",8,1,58,4.342,18,0.45,0,1,0,0.951,"",NA,NA,NA
"1262","port","cinema",9,1,8,52.815,2,0.05,1,1,1,1.334,"replace",0,NA,31.127
"1262","link","crisis",10,1,79,4.929,33,0.825,0,1,0,3.546,"",NA,NA,NA
"1262","capital","figure",11,1,94,6.737,39,0.975,0,0,1,1.165,"",NA,NA,NA
"1262","caring","skirt",12,1,21,38.534,4,0.1,1,1,1,1.007,"blade",0,NA,47.207
"1262","bullet","walkway",13,1,68,21.711,29,0.725,1,1,1,1.133,"walkway",1,NA,14.207
"1262","chicken","beet",14,1,85,30.399,37,0.925,0,0,1,5.823,"",NA,NA,NA
"1262","date","laugh",15,1,81,20.151,35,0.875,0,0,1,6.263,"",NA,NA,NA
"1262","risk","zero",16,1,26,26.152,5,0.125,1,0,0,0.895,"link",0,NA,57.781
"1262","collect","loyalty",17,1,36,45.272,10,0.25,1,1,1,1.31,"loyalty",1,NA,19.832
"1262","mill","feast",18,1,58,3.285,19,0.475,0,1,0,0.977,"",NA,NA,NA
"1262","pork","emperor",19,1,57,18.463,15,0.375,1,1,1,0.935,"emperor",1,NA,14.757
"1262","plant","worm",20,1,65,11.574,27,0.675,0,1,0,0.903,"",NA,NA,NA
"1262","prison","loaf",21,1,60,62.735,22,0.55,1,1,1,1.455,"date",0,NA,78.54
"1262","glue","force",22,1,59,2.976,21,0.525,0,1,0,0.792,"",NA,NA,NA
"1262","grip","beach",23,1,71,2.375,31,0.775,0,0,1,1.623,"",NA,NA,NA
"1262","smother","surgery",24,1,63,35.973,24,0.6,0,1,0,6.75,"",NA,NA,NA
"1262","fan","feature",25,1,33,23.552,7,0.175,1,0,0,1.087,"feature",1,NA,12.839
"1262","need","faucet",26,1,32,23.847,6,0.15,1,1,1,1.095,"right",0,NA,60.126
"1262","climax","saucer",27,1,60,11.022,23,0.575,0,1,0,3.54,"",NA,NA,NA
"1262","forest","knob",28,1,85,35.635,38,0.95,0,0,1,1.051,"",NA,NA,NA
"1262","copy","bedroom",29,1,58,13.359,17,0.425,1,0,0,0.816,"pork",0,NA,47.012
"1262","fee","chowder",30,1,81,53.311,36,0.9,0,0,1,0.982,"",NA,NA,NA
"1262","visit","glove",31,1,80,11.519,34,0.85,0,0,1,1.207,"",NA,NA,NA
"1262","anger","decay",32,1,41,3.208,12,0.3,1,0,0,0.798,"decay",1,NA,32.19
"1262","replace","roach",33,1,71,4.831,32,0.8,0,0,1,1.35,"",NA,NA,NA
"1262","rock","milk",34,1,57,11.335,16,0.4,1,0,0,1.063,"milk",1,NA,15.183
"1262","bleach","ruin",35,1,66,2.982,28,0.7,0,1,0,1.175,"",NA,NA,NA
"1262","biology","temper",36,1,33,19.879,8,0.2,1,0,0,0.782,"temper",1,NA,21.881
"1262","knock","otter",37,1,59,81.104,20,0.5,1,1,1,2.188,"glad",0,NA,39.32
"1262","banner","glide",38,1,4,34.135,1,0.025,1,1,1,1.111,"yard",0,NA,38.223
"1262","shrink","mafia",39,1,63,9.656,25,0.625,0,1,0,0.855,"",NA,NA,NA
"1262","bacon","feud",40,1,95,38.583,40,1,0,0,1,1.2,"",NA,NA,NA
"1262","risk","zero",1,2,26,26.152,5,0.125,1,0,0,0.895,"roach",0,NA,72.708
"1262","fan","feature",2,2,33,23.552,7,0.175,1,0,0,1.087,"feature",1,NA,11.919
"1262","copy","bedroom",3,2,58,13.359,17,0.425,1,0,0,0.816,"mill",0,NA,34.727
"1262","replace","roach",4,2,71,4.831,32,0.8,0,0,1,1.35,"",NA,NA,NA
"1262","chicken","beet",5,2,85,30.399,37,0.925,0,0,1,5.823,"",NA,NA,NA
