"subn","word1","word2","points","value","trial","list","jol","jolrt","jolrank","jolrankp","practice","honor","choice","choicert"
"1155","replace","roach",11,1,1,2,84,28.403,NA,NA,0,1,-99,-99
"1155","pea","bathtub",12,1,2,2,61,4.763,NA,NA,1,1,-99,-99
"1155","fee","chowder",3,0,3,2,69,5.996,NA,NA,0,1,-99,-99
"1155","mill","feast",12,1,4,2,42,9.108,NA,NA,0,1,-99,-99
"1155","glue","force",11,1,5,2,70,4.306,NA,NA,0,1,-99,-99
"1155","process","joker",10,1,6,2,75,3.675,NA,NA,0,1,-99,-99
"1155","biology","temper",2,0,7,2,64,3.458,NA,NA,0,1,-99,-99
"1155","date","laugh",12,1,8,2,74,2.851,NA,NA,0,1,-99,-99
"1155","climax","saucer",11,1,9,2,88,4.13,NA,NA,0,1,-99,-99
"1155","rock","milk",10,1,10,2,69,5.18,NA,NA,1,1,-99,-99
"1155","link","crisis",12,1,11,2,85,2.448,NA,NA,0,1,-99,-99
"1155","fan","feature",1,0,12,2,76,5.578,NA,NA,1,1,-99,-99
"1155","nerve","bumper",11,1,13,2,76,7.93,NA,NA,1,1,-99,-99
"1155","need","faucet",11,1,14,2,76,3.619,NA,NA,1,1,-99,-99
"1155","visit","glove",2,0,15,2,89,3.05,NA,NA,1,1,-99,-99
"1155","bacon","feud",3,0,16,2,77,20.172,NA,NA,1,1,-99,-99
"1155","caring","skirt",1,0,17,2,72,3.514,NA,NA,1,1,-99,-99
"1155","knock","otter",12,1,18,2,41,2.339,NA,NA,1,1,-99,-99
"1155","find","clown",2,0,19,2,68,8.635,NA,NA,0,1,-99,-99
"1155","pork","emperor",10,1,20,2,67,3.011,NA,NA,0,1,-99,-99
"1155","plant","worm",1,0,21,2,41,7.049,NA,NA,0,1,-99,-99
"1155","calf","annoy",2,0,22,2,58,9.547,NA,NA,0,1,-99,-99
"1155","shrink","mafia",10,1,23,2,41,7.58,NA,NA,1,1,-99,-99
"1155","smother","surgery",3,0,24,2,60,10.603,NA,NA,1,1,-99,-99
"1155","prison","loaf",3,0,25,2,66,8.38,NA,NA,1,1,-99,-99
"1155","want","ascent",10,1,26,2,72,7.131,NA,NA,1,1,-99,-99
"1155","remind","foam",2,0,27,2,43,2.061,NA,NA,0,1,-99,-99
"1155","capital","figure",3,0,28,2,42,1.555,NA,NA,0,1,-99,-99
"1155","chicken","beet",1,0,29,2,85,1.719,NA,NA,1,1,-99,-99
"1155","bias","sirloin",1,0,30,2,35,2.231,NA,NA,0,1,-99,-99
"1155","bullet","walkway",11,1,31,2,71,7.704,NA,NA,1,1,-99,-99
"1155","grip","beach",12,1,32,2,35,13.027,NA,NA,1,1,-99,-99
"1155","anger","decay",1,0,33,2,99,2.312,NA,NA,1,1,-99,-99
"1155","port","cinema",2,0,34,2,34,3.435,NA,NA,0,1,-99,-99
"1155","bleach","ruin",10,1,35,2,29,3.419,NA,NA,1,1,-99,-99
"1155","copy","bedroom",3,0,36,2,35,6.05,NA,NA,0,1,-99,-99
"1155","grip","beach",12,1,1,3,67,5.689,1,0.0277777777777778,1,1,1,-99
"1155","want","ascent",10,1,2,3,66,2.994,2,0.0555555555555556,1,1,1,3.702
"1155","biology","temper",2,0,3,3,32,8.009,3,0.0833333333333333,0,1,0,6.367
"1155","bacon","feud",3,0,4,3,33,5.042,4,0.111111111111111,1,1,1,6.871
"1155","pea","bathtub",12,1,5,3,68,1.973,5,0.138888888888889,1,1,1,10.019
"1155","knock","otter",12,1,6,3,80,6.642,6,0.166666666666667,1,1,1,1.181
"1155","bullet","walkway",11,1,7,3,83,2.282,7,0.194444444444444,1,1,1,0.702
"1155","nerve","bumper",11,1,8,3,76,7.002,8,0.222222222222222,1,1,1,0.958
"1155","find","clown",2,0,9,3,62,2.915,9,0.25,0,1,0,1.095
"1155","fan","feature",1,0,10,3,77,6.571,10,0.277777777777778,1,1,1,0.951
"1155","visit","glove",2,0,11,3,60,2.033,11,0.305555555555556,1,1,1,1.086
"1155","chicken","beet",1,0,12,3,96,3.778,12,0.333333333333333,1,1,1,0.983
"1155","rock","milk",10,1,13,3,74,5.659,13,0.361111111111111,1,1,1,1.278
"1155","caring","skirt",1,0,14,3,27,2.41,14,0.388888888888889,1,1,1,0.919
"1155","shrink","mafia",10,1,15,3,74,2.073,15,0.416666666666667,1,1,1,1.622
"1155","fee","chowder",3,0,16,3,62,1.586,16,0.444444444444444,0,1,0,1.215
"1155","replace","roach",11,1,17,3,35,1.874,17,0.472222222222222,0,1,0,1.55
"1155","prison","loaf",3,0,18,3,91,1.745,18,0.5,1,1,1,0.845
"1155","anger","decay",1,0,19,3,96,2.339,19,0.527777777777778,1,1,1,0.727
"1155","need","faucet",11,1,20,3,85,13.178,20,0.555555555555556,1,1,1,0.83
"1155","bleach","ruin",10,1,21,3,83,2.842,21,0.583333333333333,1,1,1,1.55
"1155","smother","surgery",3,0,22,3,72,2.282,22,0.611111111111111,1,1,1,7.862
"1155","pork","emperor",10,1,23,3,76,3.091,23,0.638888888888889,0,1,0,2.23
"1155","process","joker",10,1,24,3,27,1.928,24,0.666666666666667,0,1,0,1.014
"1155","copy","bedroom",3,0,25,3,71,2.042,25,0.694444444444444,0,1,0,0.655
"1155","glue","force",11,1,26,3,88,2.574,26,0.722222222222222,0,1,0,1.326
"1155","mill","feast",12,1,27,3,39,1.995,27,0.75,0,1,0,1.124
"1155","calf","annoy",2,0,28,3,70,2.459,28,0.777777777777778,0,1,0,0.622
"1155","remind","foam",2,0,29,3,68,1.955,29,0.805555555555556,0,1,0,0.654
"1155","port","cinema",2,0,30,3,59,2.115,30,0.833333333333333,0,1,0,1.687
"1155","link","crisis",12,1,31,3,25,3.115,31,0.861111111111111,0,1,0,0.935
"1155","date","laugh",12,1,32,3,84,1.85,32,0.888888888888889,0,1,0,0.991
"1155","climax","saucer",11,1,33,3,36,2.355,33,0.916666666666667,0,1,0,0.703
"1155","capital","figure",3,0,34,3,37,16.723,34,0.944444444444444,0,1,0,0.807
"1155","bias","sirloin",1,0,35,3,70,3.403,35,0.972222222222222,0,1,0,0.791
"1155","plant","worm",1,0,36,3,67,1.384,36,1,0,1,0,4.045
"1242","pork","emperor",10,1,1,1,89,18.766,NA,NA,1,0,-99,-99
"1242","calf","annoy",2,0,2,1,57,3.72,NA,NA,0,0,-99,-99
"1242","chicken","beet",1,0,3,1,83,3.751,NA,NA,1,0,-99,-99
"1242","mill","feast",12,1,4,1,91,5.858,NA,NA,0,0,-99,-99
"1242","capital","figure",3,0,5,1,75,6.393,NA,NA,0,0,-99,-99
"1242","find","clown",2,0,6,1,100,2.655,NA,NA,0,0,-99,-99
"1242","anger","decay",1,0,7,1,100,4.482,NA,NA,0,0,-99,-99
"1242","fee","chowder",3,0,8,1,26,2.948,NA,NA,1,0,-99,-99
"1242","prison","loaf",3,0,9,1,50,7.69,NA,NA,1,0,-99,-99
"1242","need","faucet",11,1,10,1,100,3.503,NA,NA,0,0,-99,-99
"1242","shrink","mafia",10,1,11,1,100,7.361,NA,NA,0,0,-99,-99
"1242","bullet","walkway",11,1,12,1,100,4.163,NA,NA,1,0,-99,-99
"1242","knock","otter",12,1,13,1,62,3.68,NA,NA,0,0,-99,-99
"1242","date","laugh",12,1,14,1,82,4.018,NA,NA,0,0,-99,-99
"1242","climax","saucer",11,1,15,1,80,4.005,NA,NA,1,0,-99,-99
"1242","caring","skirt",1,0,16,1,1,2.804,NA,NA,1,0,-99,-99
"1242","bacon","feud",3,0,17,1,65,3.57,NA,NA,0,0,-99,-99
"1242","bleach","ruin",10,1,18,1,100,2.514,NA,NA,0,0,-99,-99
"1242","remind","foam",2,0,19,1,28,3.437,NA,NA,0,0,-99,-99
"1242","rock","milk",10,1,20,1,63,2.721,NA,NA,1,0,-99,-99
"1242","process","joker",10,1,21,1,53,2.875,NA,NA,1,0,-99,-99
"1242","grip","beach",12,1,22,1,62,3.924,NA,NA,1,0,-99,-99
"1242","biology","temper",2,0,23,1,64,3.998,NA,NA,1,0,-99,-99
"1242","glue","force",11,1,24,1,100,2.752,NA,NA,0,0,-99,-99
"1242","nerve","bumper",11,1,25,1,62,2.966,NA,NA,0,0,-99,-99
"1242","fan","feature",1,0,26,1,35,2.698,NA,NA,0,0,-99,-99
"1242","smother","surgery",3,0,27,1,62,2.453,NA,NA,1,0,-99,-99
"1242","bias","sirloin",1,0,28,1,26,2.315,NA,NA,1,0,-99,-99
"1242","replace","roach",11,1,29,1,61,2.247,NA,NA,1,0,-99,-99
"1242","port","cinema",2,0,30,1,35,6.419,NA,NA,0,0,-99,-99
"1242","pea","bathtub",12,1,31,1,100,2.753,NA,NA,0,0,-99,-99
"1242","copy","bedroom",3,0,32,1,89,2.589,NA,NA,1,0,-99,-99
"1242","visit","glove",2,0,33,1,25,3.193,NA,NA,1,0,-99,-99
"1242","plant","worm",1,0,34,1,100,3.417,NA,NA,0,0,-99,-99
"1242","want","ascent",10,1,35,1,40,2.607,NA,NA,1,0,-99,-99
"1242","link","crisis",12,1,36,1,39,2.455,NA,NA,1,0,-99,-99
"1242","copy","bedroom",3,0,1,2,73,4.758,NA,NA,1,0,-99,-99
"1242","remind","foam",2,0,2,2,35,2.741,NA,NA,0,0,-99,-99
"1242","pork","emperor",10,1,3,2,100,2.302,NA,NA,1,0,-99,-99
"1242","anger","decay",1,0,4,2,100,2.336,NA,NA,0,0,-99,-99
"1242","prison","loaf",3,0,5,2,41,2.457,NA,NA,1,0,-99,-99
"1242","capital","figure",3,0,6,2,71,2.211,NA,NA,0,0,-99,-99
"1242","port","cinema",2,0,7,2,22,2.277,NA,NA,0,0,-99,-99
"1242","process","joker",10,1,8,2,61,2.081,NA,NA,1,0,-99,-99
"1242","grip","beach",12,1,9,2,34,2.265,NA,NA,1,0,-99,-99
"1242","date","laugh",12,1,10,2,100,2.337,NA,NA,0,0,-99,-99
"1242","biology","temper",2,0,11,2,100,2.397,NA,NA,1,0,-99,-99
"1242","mill","feast",12,1,12,2,98,2.913,NA,NA,0,0,-99,-99
"1242","pea","bathtub",12,1,13,2,100,2.335,NA,NA,0,0,-99,-99
"1242","replace","roach",11,1,14,2,34,2.115,NA,NA,1,0,-99,-99
"1242","fan","feature",1,0,15,2,17,2.526,NA,NA,0,0,-99,-99
"1242","need","faucet",11,1,16,2,100,2.493,NA,NA,0,0,-99,-99
"1242","knock","otter",12,1,17,2,33,2.4,NA,NA,0,0,-99,-99
"1242","plant","worm",1,0,18,2,100,3.027,NA,NA,0,0,-99,-99
"1242","chicken","beet",1,0,19,2,100,2.348,NA,NA,1,0,-99,-99
"1242","fee","chowder",3,0,20,2,27,1.835,NA,NA,1,0,-99,-99
"1242","find","clown",2,0,21,2,100,2.241,NA,NA,0,0,-99,-99
"1242","glue","force",11,1,22,2,90,2.263,NA,NA,0,0,-99,-99
"1242","shrink","mafia",10,1,23,2,100,2.522,NA,NA,0,0,-99,-99
"1242","want","ascent",10,1,24,2,49,2.278,NA,NA,1,0,-99,-99
"1242","bias","sirloin",1,0,25,2,1,2.233,NA,NA,1,0,-99,-99
"1242","bleach","ruin",10,1,26,2,100,2.284,NA,NA,0,0,-99,-99
"1242","link","crisis",12,1,27,2,85,3.514,NA,NA,1,0,-99,-99
"1242","visit","glove",2,0,28,2,1,2.36,NA,NA,1,0,-99,-99
"1242","calf","annoy",2,0,29,2,30,2.178,NA,NA,0,0,-99,-99
"1242","bacon","feud",3,0,30,2,71,2.307,NA,NA,0,0,-99,-99
"1242","caring","skirt",1,0,31,2,1,2.288,NA,NA,1,0,-99,-99
"1242","climax","saucer",11,1,32,2,60,2.562,NA,NA,1,0,-99,-99
"1242","bullet","walkway",11,1,33,2,83,2.218,NA,NA,1,0,-99,-99
"1242","nerve","bumper",11,1,34,2,80,2.064,NA,NA,0,0,-99,-99
"1242","smother","surgery",3,0,35,2,100,2.173,NA,NA,1,0,-99,-99
"1242","rock","milk",10,1,36,2,69,2.11,NA,NA,1,0,-99,-99
"1242","port","cinema",2,0,1,3,10,4.127,1,0.0277777777777778,0,0,1,-99
"1242","plant","worm",1,0,2,3,100,2.465,2,0.0555555555555556,0,0,1,7.13
"1242","want","ascent",10,1,3,3,57,2.853,3,0.0833333333333333,1,0,0,1.929
"1242","mill","feast",12,1,4,3,100,2.83,4,0.111111111111111,0,0,1,1.185
"1242","remind","foam",2,0,5,3,23,2.308,5,0.138888888888889,0,0,1,1.022
"1242","anger","decay",1,0,6,3,100,2.071,6,0.166666666666667,0,0,1,1.608
"1242","calf","annoy",2,0,7,3,35,2.57,7,0.194444444444444,0,0,1,1.167
"1242","find","clown",2,0,8,3,100,3.102,8,0.222222222222222,0,0,1,1.03
"1242","shrink","mafia",10,1,9,3,100,2.76,9,0.25,0,0,1,1.079
"1242","prison","loaf",3,0,10,3,42,2.631,10,0.277777777777778,1,0,0,1.287
"1242","capital","figure",3,0,11,3,67,2.727,11,0.305555555555556,0,0,1,3.392
"1242","nerve","bumper",11,1,12,3,69,6.677,12,0.333333333333333,0,0,1,1.047
"1242","fan","feature",1,0,13,3,74,2.245,13,0.361111111111111,0,0,1,1.064
"1242","need","faucet",11,1,14,3,69,3.073,14,0.388888888888889,0,0,1,0.919
"1242","date","laugh",12,1,15,3,78,2.51,15,0.416666666666667,0,0,1,1.19
"1242","fee","chowder",3,0,16,3,33,2.311,16,0.444444444444444,1,0,0,1.108
"1242","bleach","ruin",10,1,17,3,91,2.411,17,0.472222222222222,0,0,1,1.075
"1242","climax","saucer",11,1,18,3,37,1.907,18,0.5,1,0,0,1
"1242","glue","force",11,1,19,3,82,2.7,19,0.527777777777778,0,0,1,0.779
"1242","pea","bathtub",12,1,20,3,92,2.379,20,0.555555555555556,0,0,1,0.975
"1242","bullet","walkway",11,1,21,3,32,2.072,21,0.583333333333333,1,0,0,0.89
"1242","process","joker",10,1,22,3,39,4.1,22,0.611111111111111,1,0,0,1.034
"1242","bacon","feud",3,0,23,3,86,3.905,23,0.638888888888889,0,0,1,0.89
"1242","knock","otter",12,1,24,3,81,2.511,24,0.666666666666667,0,0,1,0.91
"1242","link","crisis",12,1,25,3,31,2.781,25,0.694444444444444,1,0,0,1.161
"1242","bias","sirloin",1,0,26,3,25,2.262,26,0.722222222222222,1,0,0,0.879
"1242","chicken","beet",1,0,27,3,100,2.254,27,0.75,1,0,0,1.018
"1242","grip","beach",12,1,28,3,52,3.363,28,0.777777777777778,1,0,0,5.876
"1242","biology","temper",2,0,29,3,49,3.356,29,0.805555555555556,1,0,0,1.175
"1242","caring","skirt",1,0,30,3,23,2.186,30,0.833333333333333,1,0,0,0.862
"1242","visit","glove",2,0,31,3,34,2.018,31,0.861111111111111,1,0,0,1.125
"1242","copy","bedroom",3,0,32,3,63,2.186,32,0.888888888888889,1,0,0,0.75
"1242","rock","milk",10,1,33,3,85,2.09,33,0.916666666666667,1,0,0,3.469
"1242","replace","roach",11,1,34,3,69,1.849,34,0.944444444444444,1,0,0,0.746
"1242","smother","surgery",3,0,35,3,84,2.53,35,0.972222222222222,1,0,0,1.111
"1242","pork","emperor",10,1,36,3,100,2.406,36,1,1,0,0,1.109
"1282","port","cinema",2,0,1,1,76,7.024,NA,NA,1,0,-99,-99
"1282","bullet","walkway",11,1,2,1,32,3.944,NA,NA,0,0,-99,-99
"1282","link","crisis",12,1,3,1,66,3.416,NA,NA,0,0,-99,-99
"1282","climax","saucer",11,1,4,1,34,5.108,NA,NA,1,0,-99,-99
"1282","date","laugh",12,1,5,1,75,2.805,NA,NA,1,0,-99,-99
"1282","knock","otter",12,1,6,1,68,19.462,NA,NA,0,0,-99,-99
"1282","shrink","mafia",10,1,7,1,62,5.554,NA,NA,0,0,-99,-99
"1282","prison","loaf",3,0,8,1,61,3.932,NA,NA,1,0,-99,-99
"1282","caring","skirt",1,0,9,1,69,3.936,NA,NA,1,0,-99,-99
