"subn","word1","word2","jol","jolrt","trial","list","practice","jolrank","jolrankp"
"1256","calf","annoy",-99,-99,10,2,1,10,0.25
"1256","want","ascent",-99,-99,11,2,1,11,0.275
"1256","copy","bedroom",-99,-99,12,2,1,12,0.3
"1256","prison","loaf",-99,-99,13,2,1,13,0.325
"1256","capital","figure",-99,-99,14,2,1,14,0.35
"1256","plant","worm",-99,-99,15,2,0,15,0.375
"1256","fan","feature",-99,-99,16,2,0,16,0.4
"1256","need","faucet",-99,-99,17,2,0,17,0.425
"1256","bacon","feud",-99,-99,18,2,0,18,0.45
"1256","banner","glide",-99,-99,19,2,0,19,0.475
"1256","forest","knob",-99,-99,20,2,0,20,0.5
"1256","bias","sirloin",-99,-99,21,2,0,21,0.525
"1256","link","crisis",-99,-99,22,2,0,22,0.55
"1256","bullet","walkway",-99,-99,23,2,1,23,0.575
"1256","process","joker",-99,-99,24,2,1,24,0.6
"1256","biology","temper",-99,-99,25,2,0,25,0.625
"1256","nerve","bumper",-99,-99,26,2,1,26,0.65
"1256","shrink","mafia",-99,-99,27,2,0,27,0.675
"1256","port","cinema",-99,-99,28,2,1,28,0.7
"1256","collect","loyalty",-99,-99,29,2,1,29,0.725
"1256","knock","otter",-99,-99,30,2,1,30,0.75
"1256","visit","glove",-99,-99,31,2,0,31,0.775
"1256","anger","decay",-99,-99,32,2,0,32,0.8
"1256","find","clown",-99,-99,33,2,0,33,0.825
"1256","remind","foam",-99,-99,34,2,0,34,0.85
"1256","grip","beach",-99,-99,35,2,0,35,0.875
"1256","pea","bathtub",-99,-99,36,2,1,36,0.9
"1256","caring","skirt",-99,-99,37,2,1,37,0.925
"1256","bleach","ruin",-99,-99,38,2,1,38,0.95
"1256","date","laugh",-99,-99,39,2,0,39,0.975
"1256","glue","force",-99,-99,40,2,1,40,1
"1256","replace","roach",30,8.004,1,3,1,28,0.7
"1256","find","clown",1,5.882,2,3,0,1,0.025
"1256","climax","saucer",25,5.053,3,3,1,26,0.65
"1256","want","ascent",1,9.633,4,3,1,2,0.05
"1256","forest","knob",47,9.712,5,3,0,33,0.825
"1256","visit","glove",1,1.381,6,3,0,3,0.075
"1256","copy","bedroom",1,1.102,7,3,1,4,0.1
"1256","remind","foam",1,1.241,8,3,0,5,0.125
"1256","date","laugh",19,1.449,9,3,0,23,0.575
"1256","fee","chowder",46,1.487,10,3,1,32,0.8
"1256","prison","loaf",1,1.354,11,3,1,6,0.15
"1256","capital","figure",66,3.144,12,3,1,36,0.9
"1256","anger","decay",1,2.705,13,3,0,7,0.175
"1256","risk","zero",100,1.712,14,3,1,38,0.95
"1256","plant","worm",100,1.563,15,3,0,39,0.975
"1256","chicken","beet",100,1.507,16,3,1,40,1
"1256","need","faucet",26,1.693,17,3,0,27,0.675
"1256","biology","temper",36,2.202,18,3,0,29,0.725
"1256","pork","emperor",24,1.237,19,3,0,25,0.625
"1256","pea","bathtub",1,1.089,20,3,1,8,0.2
"1256","bacon","feud",1,10.083,21,3,0,9,0.225
"1256","nerve","bumper",1,0.891,22,3,1,10,0.25
"1256","link","crisis",1,1.015,23,3,0,11,0.275
"1256","bullet","walkway",1,1.387,24,3,1,12,0.3
"1256","calf","annoy",12,1.434,25,3,1,22,0.55
"1256","shrink","mafia",1,1.68,26,3,0,13,0.325
"1256","process","joker",1,1.383,27,3,1,14,0.35
"1256","port","cinema",57,3.253,28,3,1,34,0.85
"1256","bleach","ruin",37,1.612,29,3,1,30,0.75
"1256","rock","milk",37,2.575,30,3,0,31,0.775
"1256","mill","feast",64,2.129,31,3,0,35,0.875
"1256","knock","otter",23,1.552,32,3,1,24,0.6
"1256","bias","sirloin",1,0.926,33,3,0,15,0.375
"1256","collect","loyalty",1,1.22,34,3,1,16,0.4
"1256","smother","surgery",1,1.015,35,3,0,17,0.425
"1256","fan","feature",67,2.317,36,3,0,37,0.925
"1256","glue","force",1,1.137,37,3,1,18,0.45
"1256","grip","beach",1,1.883,38,3,0,19,0.475
"1256","caring","skirt",1,1.285,39,3,1,20,0.5
"1256","banner","glide",1,2.138,40,3,0,21,0.525
"1277","bleach","ruin",-99,-99,1,1,0,40,0.025
"1277","bullet","walkway",-99,-99,2,1,0,32,0.05
"1277","climax","saucer",-99,-99,3,1,0,26,0.075
"1277","biology","temper",-99,-99,4,1,0,18,0.1
"1277","caring","skirt",-99,-99,5,1,1,11,0.125
"1277","risk","zero",-99,-99,6,1,1,33,0.15
"1277","copy","bedroom",-99,-99,7,1,1,27,0.175
"1277","date","laugh",-99,-99,8,1,1,29,0.2
"1277","bacon","feud",-99,-99,9,1,0,38,0.225
"1277","anger","decay",-99,-99,10,1,0,10,0.25
"1277","prison","loaf",-99,-99,11,1,1,9,0.275
"1277","knock","otter",-99,-99,12,1,1,17,0.3
"1277","smother","surgery",-99,-99,13,1,1,25,0.325
"1277","bias","sirloin",-99,-99,14,1,0,34,0.35
"1277","need","faucet",-99,-99,15,1,0,16,0.375
"1277","fan","feature",-99,-99,16,1,0,22,0.4
"1277","banner","glide",-99,-99,17,1,0,30,0.425
"1277","nerve","bumper",-99,-99,18,1,1,21,0.45
"1277","rock","milk",-99,-99,19,1,1,37,0.475
"1277","capital","figure",-99,-99,20,1,0,20,0.5
"1277","grip","beach",-99,-99,21,1,1,13,0.525
"1277","replace","roach",-99,-99,22,1,0,4,0.55
"1277","port","cinema",-99,-99,23,1,0,28,0.575
"1277","plant","worm",-99,-99,24,1,1,31,0.6
"1277","pea","bathtub",-99,-99,25,1,1,39,0.625
"1277","find","clown",-99,-99,26,1,1,5,0.65
"1277","visit","glove",-99,-99,27,1,0,2,0.675
"1277","shrink","mafia",-99,-99,28,1,0,24,0.7
"1277","calf","annoy",-99,-99,29,1,1,19,0.725
"1277","remind","foam",-99,-99,30,1,0,6,0.75
"1277","collect","loyalty",-99,-99,31,1,1,23,0.775
"1277","forest","knob",-99,-99,32,1,1,7,0.8
"1277","process","joker",-99,-99,33,1,1,1,0.825
"1277","want","ascent",-99,-99,34,1,0,8,0.85
"1277","mill","feast",-99,-99,35,1,1,15,0.875
"1277","fee","chowder",-99,-99,36,1,1,3,0.9
"1277","link","crisis",-99,-99,37,1,0,14,0.925
"1277","pork","emperor",-99,-99,38,1,0,12,0.95
"1277","glue","force",-99,-99,39,1,1,35,0.975
"1277","chicken","beet",-99,-99,40,1,0,36,1
"1277","visit","glove",-99,-99,1,2,0,1,0.025
"1277","climax","saucer",-99,-99,2,2,0,2,0.05
"1277","shrink","mafia",-99,-99,3,2,0,3,0.075
"1277","prison","loaf",-99,-99,4,2,1,4,0.1
"1277","caring","skirt",-99,-99,5,2,1,5,0.125
"1277","date","laugh",-99,-99,6,2,1,6,0.15
"1277","risk","zero",-99,-99,7,2,1,7,0.175
"1277","glue","force",-99,-99,8,2,1,8,0.2
"1277","pea","bathtub",-99,-99,9,2,1,9,0.225
"1277","fan","feature",-99,-99,10,2,0,10,0.25
"1277","rock","milk",-99,-99,11,2,1,11,0.275
"1277","port","cinema",-99,-99,12,2,0,12,0.3
"1277","bias","sirloin",-99,-99,13,2,0,13,0.325
"1277","smother","surgery",-99,-99,14,2,1,14,0.35
"1277","replace","roach",-99,-99,15,2,0,15,0.375
"1277","want","ascent",-99,-99,16,2,0,16,0.4
"1277","knock","otter",-99,-99,17,2,1,17,0.425
"1277","fee","chowder",-99,-99,18,2,1,18,0.45
"1277","chicken","beet",-99,-99,19,2,0,19,0.475
"1277","bullet","walkway",-99,-99,20,2,0,20,0.5
"1277","link","crisis",-99,-99,21,2,0,21,0.525
"1277","mill","feast",-99,-99,22,2,1,22,0.55
"1277","remind","foam",-99,-99,23,2,0,23,0.575
"1277","calf","annoy",-99,-99,24,2,1,24,0.6
"1277","banner","glide",-99,-99,25,2,0,25,0.625
"1277","pork","emperor",-99,-99,26,2,0,26,0.65
"1277","nerve","bumper",-99,-99,27,2,1,27,0.675
"1277","bacon","feud",-99,-99,28,2,0,28,0.7
"1277","need","faucet",-99,-99,29,2,0,29,0.725
"1277","process","joker",-99,-99,30,2,1,30,0.75
"1277","copy","bedroom",-99,-99,31,2,1,31,0.775
"1277","grip","beach",-99,-99,32,2,1,32,0.8
"1277","plant","worm",-99,-99,33,2,1,33,0.825
"1277","find","clown",-99,-99,34,2,1,34,0.85
"1277","collect","loyalty",-99,-99,35,2,1,35,0.875
"1277","capital","figure",-99,-99,36,2,0,36,0.9
"1277","biology","temper",-99,-99,37,2,0,37,0.925
"1277","bleach","ruin",-99,-99,38,2,0,38,0.95
"1277","forest","knob",-99,-99,39,2,1,39,0.975
"1277","anger","decay",-99,-99,40,2,0,40,1
"1277","caring","skirt",4,8.865,1,3,1,11,0.275
"1277","anger","decay",3,4.557,2,3,0,10,0.25
"1277","risk","zero",66,6.053,3,3,1,33,0.825
"1277","pork","emperor",5,3.414,4,3,0,12,0.3
"1277","grip","beach",5,5.398,5,3,1,13,0.325
"1277","shrink","mafia",57,4.301,6,3,0,24,0.6
"1277","mill","feast",19,4.684,7,3,1,15,0.375
"1277","bacon","feud",84,2.903,8,3,0,38,0.95
"1277","process","joker",1,7.07,9,3,1,1,0.025
"1277","glue","force",71,2.59,10,3,1,35,0.875
"1277","copy","bedroom",58,3.848,11,3,1,27,0.675
"1277","visit","glove",1,3.574,12,3,0,2,0.05
"1277","link","crisis",6,4.35,13,3,0,14,0.35
"1277","fee","chowder",1,2.78,14,3,1,3,0.075
"1277","collect","loyalty",55,3.669,15,3,1,23,0.575
"1277","smother","surgery",57,2.502,16,3,1,25,0.625
"1277","rock","milk",83,2.853,17,3,1,37,0.925
"1277","date","laugh",59,4.71,18,3,1,29,0.725
"1277","bias","sirloin",66,2.356,19,3,0,34,0.85
"1277","need","faucet",19,11.55,20,3,0,16,0.4
"1277","bullet","walkway",65,2.647,21,3,0,32,0.8
"1277","replace","roach",1,2.701,22,3,0,4,0.1
"1277","chicken","beet",73,2.566,23,3,0,36,0.9
"1277","plant","worm",64,3.277,24,3,1,31,0.775
"1277","biology","temper",34,6.237,25,3,0,18,0.45
"1277","knock","otter",27,7.281,26,3,1,17,0.425
"1277","capital","figure",38,4.709,27,3,0,20,0.5
"1277","find","clown",1,2.678,28,3,1,5,0.125
"1277","calf","annoy",35,3.221,29,3,1,19,0.475
"1277","fan","feature",45,4.141,30,3,0,22,0.55
"1277","port","cinema",58,5.381,31,3,0,28,0.7
"1277","pea","bathtub",87,3.644,32,3,1,39,0.975
"1277","remind","foam",1,2.054,33,3,0,6,0.15
"1277","bleach","ruin",96,3.189,34,3,0,40,1
"1277","banner","glide",63,2.27,35,3,0,30,0.75
"1277","forest","knob",1,3.39,36,3,1,7,0.175
"1277","want","ascent",1,2.31,37,3,0,8,0.2
"1277","prison","loaf",1,2.447,38,3,1,9,0.225
"1277","nerve","bumper",41,5.798,39,3,1,21,0.525
"1277","climax","saucer",57,3.557,40,3,0,26,0.65
"1332","port","cinema",-99,-99,1,1,1,36,0.025
"1332","remind","foam",-99,-99,2,1,0,3,0.05
"1332","bullet","walkway",-99,-99,3,1,1,26,0.075
"1332","capital","figure",-99,-99,4,1,1,8,0.1
"1332","bias","sirloin",-99,-99,5,1,0,29,0.125
"1332","nerve","bumper",-99,-99,6,1,0,11,0.15
"1332","knock","otter",-99,-99,7,1,1,4,0.175
"1332","collect","loyalty",-99,-99,8,1,0,7,0.2
"1332","forest","knob",-99,-99,9,1,1,24,0.225
"1332","visit","glove",-99,-99,10,1,0,27,0.25
"1332","find","clown",-99,-99,11,1,0,37,0.275
"1332","grip","beach",-99,-99,12,1,0,31,0.3
"1332","link","crisis",-99,-99,13,1,1,32,0.325
"1332","climax","saucer",-99,-99,14,1,1,20,0.35
"1332","need","faucet",-99,-99,15,1,0,1,0.375
"1332","glue","force",-99,-99,16,1,0,25,0.4
"1332","caring","skirt",-99,-99,17,1,1,10,0.425
"1332","copy","bedroom",-99,-99,18,1,0,19,0.45
"1332","bleach","ruin",-99,-99,19,1,1,6,0.475
"1332","anger","decay",-99,-99,20,1,0,5,0.5
"1332","want","ascent",-99,-99,21,1,0,15,0.525
"1332","pea","bathtub",-99,-99,22,1,1,28,0.55
"1332","smother","surgery",-99,-99,23,1,1,22,0.575
"1332","date","laugh",-99,-99,24,1,1,34,0.6
"1332","risk","zero",-99,-99,25,1,1,40,0.625
"1332","plant","worm",-99,-99,26,1,1,38,0.65
"1332","biology","temper",-99,-99,27,1,1,30,0.675
"1332","fee","chowder",-99,-99,28,1,0,13,0.7
"1332","chicken","beet",-99,-99,29,1,1,16,0.725
"1332","fan","feature",-99,-99,30,1,0,9,0.75
"1332","pork","emperor",-99,-99,31,1,0,39,0.775
"1332","prison","loaf",-99,-99,32,1,0,23,0.8
"1332","bacon","feud",-99,-99,33,1,0,35,0.825
"1332","replace","roach",-99,-99,34,1,0,21,0.85
"1332","calf","annoy",-99,-99,35,1,1,14,0.875
"1332","banner","glide",-99,-99,36,1,1,18,0.9
"1332","rock","milk",-99,-99,37,1,0,17,0.925
"1332","process","joker",-99,-99,38,1,1,2,0.95
"1332","shrink","mafia",-99,-99,39,1,1,12,0.975
"1332","mill","feast",-99,-99,40,1,0,33,1
"1332","pork","emperor",-99,-99,1,2,0,1,0.025
"1332","remind","foam",-99,-99,2,2,0,2,0.05
"1332","need","faucet",-99,-99,3,2,0,3,0.075
"1332","fee","chowder",-99,-99,4,2,0,4,0.1
"1332","bacon","feud",-99,-99,5,2,0,5,0.125
"1332","climax","saucer",-99,-99,6,2,1,6,0.15
"1332","nerve","bumper",-99,-99,7,2,0,7,0.175
"1332","pea","bathtub",-99,-99,8,2,1,8,0.2
"1332","copy","bedroom",-99,-99,9,2,0,9,0.225
"1332","mill","feast",-99,-99,10,2,0,10,0.25
"1332","grip","beach",-99,-99,11,2,0,11,0.275
"1332","chicken","beet",-99,-99,12,2,1,12,0.3
"1332","caring","skirt",-99,-99,13,2,1,13,0.325
"1332","want","ascent",-99,-99,14,2,0,14,0.35
"1332","smother","surgery",-99,-99,15,2,1,15,0.375
"1332","risk","zero",-99,-99,16,2,1,16,0.4
"1332","calf","annoy",-99,-99,17,2,1,17,0.425
"1332","shrink","mafia",-99,-99,18,2,1,18,0.45
"1332","capital","figure",-99,-99,19,2,1,19,0.475
"1332","visit","glove",-99,-99,20,2,0,20,0.5
"1332","collect","loyalty",-99,-99,21,2,0,21,0.525
"1332","anger","decay",-99,-99,22,2,0,22,0.55
"1332","find","clown",-99,-99,23,2,0,23,0.575
"1332","bias","sirloin",-99,-99,24,2,0,24,0.6
"1332","port","cinema",-99,-99,25,2,1,25,0.625
"1332","fan","feature",-99,-99,26,2,0,26,0.65
"1332","knock","otter",-99,-99,27,2,1,27,0.675
"1332","glue","force",-99,-99,28,2,0,28,0.7
"1332","forest","knob",-99,-99,29,2,1,29,0.725
"1332","bullet","walkway",-99,-99,30,2,1,30,0.75
"1332","process","joker",-99,-99,31,2,1,31,0.775
"1332","prison","loaf",-99,-99,32,2,0,32,0.8
"1332","link","crisis",-99,-99,33,2,1,33,0.825
"1332","biology","temper",-99,-99,34,2,1,34,0.85
"1332","plant","worm",-99,-99,35,2,1,35,0.875
"1332","banner","glide",-99,-99,36,2,1,36,0.9
"1332","rock","milk",-99,-99,37,2,0,37,0.925
"1332","bleach","ruin",-99,-99,38,2,1,38,0.95
"1332","replace","roach",-99,-99,39,2,0,39,0.975
"1332","date","laugh",-99,-99,40,2,1,40,1
"1332","knock","otter",8,9.836,1,3,1,4,0.1
"1332","prison","loaf",81,4.044,2,3,0,23,0.575
"1332","smother","surgery",80,4.32,3,3,1,22,0.55
"1332","caring","skirt",32,8.446,4,3,1,10,0.25
"1332","link","crisis",90,2.828,5,3,1,32,0.8
"1332","bias","sirloin",87,3.659,6,3,0,29,0.725
"1332","remind","foam",6,3.257,7,3,0,3,0.075
"1332","anger","decay",11,5.292,8,3,0,5,0.125
"1332","fan","feature",27,3.918,9,3,0,9,0.225
"1332","bullet","walkway",85,3.134,10,3,1,26,0.65
"1332","biology","temper",88,3.023,11,3,1,30,0.75
"1332","bacon","feud",92,2.217,12,3,0,35,0.875
"1332","calf","annoy",61,2.505,13,3,1,14,0.35
"1332","chicken","beet",64,2.651,14,3,1,16,0.4
"1332","forest","knob",81,2.412,15,3,1,24,0.6
"1332","risk","zero",100,2.516,16,3,1,40,1
"1332","pea","bathtub",86,3.036,17,3,1,28,0.7
"1332","capital","figure",15,3.461,18,3,1,8,0.2
"1332","pork","emperor",93,2.324,19,3,0,39,0.975
"1332","mill","feast",90,2.487,20,3,0,33,0.825
"1332","port","cinema",92,4.734,21,3,1,36,0.9
"1332","glue","force",81,2.916,22,3,0,25,0.625
"1332","process","joker",5,5.293,23,3,1,2,0.05
"1332","grip","beach",89,2.589,24,3,0,31,0.775
"1332","need","faucet",1,3.198,25,3,0,1,0.025
"1332","collect","loyalty",14,5.922,26,3,0,7,0.175
"1332","date","laugh",91,2.165,27,3,1,34,0.85
"1332","replace","roach",78,3.863,28,3,0,21,0.525
"1332","find","clown",92,2.943,29,3,0,37,0.925
"1332","fee","chowder",40,15.878,30,3,0,13,0.325
"1332","visit","glove",85,2.475,31,3,0,27,0.675
"1332","nerve","bumper",36,3.954,32,3,0,11,0.275
"1332","banner","glide",73,2.233,33,3,1,18,0.45
"1332","bleach","ruin",11,3.184,34,3,1,6,0.15
"1332","plant","worm",92,2.276,35,3,1,38,0.95
"1332","want","ascent",61,4.758,36,3,0,15,0.375
"1332","climax","saucer",76,2.667,37,3,1,20,0.5
"1332","shrink","mafia",38,3.853,38,3,1,12,0.3
"1332","rock","milk",66,4.197,39,3,0,17,0.425
"1332","copy","bedroom",73,2.202,40,3,0,19,0.475
"1398","capital","figure",-99,-99,1,1,1,36,0.025
"1398","smother","surgery",-99,-99,2,1,1,12,0.05
"1398","find","clown",-99,-99,3,1,1,34,0.075
"1398","chicken","beet",-99,-99,4,1,1,14,0.1
"1398","shrink","mafia",-99,-99,5,1,1,22,0.125
"1398","copy","bedroom",-99,-99,6,1,1,20,0.15
"1398","bullet","walkway",-99,-99,7,1,1,8,0.175
"1398","pea","bathtub",-99,-99,8,1,0,27,0.2
"1398","grip","beach",-99,-99,9,1,0,9,0.225
"1398","collect","loyalty",-99,-99,10,1,0,17,0.25
"1398","climax","saucer",-99,-99,11,1,1,38,0.275
"1398","pork","emperor",-99,-99,12,1,0,23,0.3
"1398","glue","force",-99,-99,13,1,0,33,0.325
"1398","bias","sirloin",-99,-99,14,1,0,11,0.35
"1398","mill","feast",-99,-99,15,1,0,19,0.375
"1398","anger","decay",-99,-99,16,1,1,32,0.4
"1398","link","crisis",-99,-99,17,1,0,35,0.425
"1398","biology","temper",-99,-99,18,1,0,39,0.45
"1398","need","faucet",-99,-99,19,1,1,6,0.475
"1398","risk","zero",-99,-99,20,1,1,4,0.5
"1398","remind","foam",-99,-99,21,1,0,3,0.525
"1398","replace","roach",-99,-99,22,1,1,2,0.55
"1398","banner","glide",-99,-99,23,1,1,30,0.575
"1398","caring","skirt",-99,-99,24,1,1,16,0.6
"1398","bacon","feud",-99,-99,25,1,1,26,0.625
"1398","knock","otter",-99,-99,26,1,0,31,0.65
"1398","prison","loaf",-99,-99,27,1,1,10,0.675
"1398","plant","worm",-99,-99,28,1,0,13,0.7
"1398","fee","chowder",-99,-99,29,1,0,7,0.725
"1398","visit","glove",-99,-99,30,1,0,5,0.75
"1398","date","laugh",-99,-99,31,1,0,25,0.775
"1398","fan","feature",-99,-99,32,1,1,40,0.8
"1398","calf","annoy",-99,-99,33,1,1,24,0.825
"1398","nerve","bumper",-99,-99,34,1,0,37,0.85
"1398","rock","milk",-99,-99,35,1,1,18,0.875
"1398","process","joker",-99,-99,36,1,0,1,0.9
"1398","port","cinema",-99,-99,37,1,1,28,0.925
"1398","want","ascent",-99,-99,38,1,0,21,0.95
"1398","bleach","ruin",-99,-99,39,1,0,15,0.975
"1398","forest","knob",-99,-99,40,1,0,29,1
"1398","find","clown",-99,-99,1,2,1,1,0.025
"1398","caring","skirt",-99,-99,2,2,1,2,0.05
"1398","forest","knob",-99,-99,3,2,0,3,0.075
"1398","capital","figure",-99,-99,4,2,1,4,0.1
"1398","smother","surgery",-99,-99,5,2,1,5,0.125
"1398","grip","beach",-99,-99,6,2,0,6,0.15
"1398","date","laugh",-99,-99,7,2,0,7,0.175
"1398","bias","sirloin",-99,-99,8,2,0,8,0.2
"1398","bacon","feud",-99,-99,9,2,1,9,0.225
"1398","replace","roach",-99,-99,10,2,1,10,0.25
"1398","prison","loaf",-99,-99,11,2,1,11,0.275
"1398","climax","saucer",-99,-99,12,2,1,12,0.3
"1398","biology","temper",-99,-99,13,2,0,13,0.325
"1398","pork","emperor",-99,-99,14,2,0,14,0.35
"1398","link","crisis",-99,-99,15,2,0,15,0.375
"1398","port","cinema",-99,-99,16,2,1,16,0.4
"1398","shrink","mafia",-99,-99,17,2,1,17,0.425
"1398","visit","glove",-99,-99,18,2,0,18,0.45
"1398","fee","chowder",-99,-99,19,2,0,19,0.475
"1398","collect","loyalty",-99,-99,20,2,0,20,0.5
"1398","process","joker",-99,-99,21,2,0,21,0.525
"1398","rock","milk",-99,-99,22,2,1,22,0.55
"1398","mill","feast",-99,-99,23,2,0,23,0.575
"1398","knock","otter",-99,-99,24,2,0,24,0.6
"1398","risk","zero",-99,-99,25,2,1,25,0.625
"1398","bleach","ruin",-99,-99,26,2,0,26,0.65
"1398","nerve","bumper",-99,-99,27,2,0,27,0.675
"1398","remind","foam",-99,-99,28,2,0,28,0.7
"1398","chicken","beet",-99,-99,29,2,1,29,0.725
"1398","need","faucet",-99,-99,30,2,1,30,0.75
"1398","bullet","walkway",-99,-99,31,2,1,31,0.775
"1398","want","ascent",-99,-99,32,2,0,32,0.8
"1398","anger","decay",-99,-99,33,2,1,33,0.825
"1398","glue","force",-99,-99,34,2,0,34,0.85
"1398","plant","worm",-99,-99,35,2,0,35,0.875
"1398","copy","bedroom",-99,-99,36,2,1,36,0.9
"1398","pea","bathtub",-99,-99,37,2,0,37,0.925
"1398","calf","annoy",-99,-99,38,2,1,38,0.95
"1398","fan","feature",-99,-99,39,2,1,39,0.975
"1398","banner","glide",-99,-99,40,2,1,40,1
"1398","mill","feast",60,9.045,1,3,0,19,0.475
"1398","climax","saucer",76,2.403,2,3,1,38,0.95
"1398","plant","worm",46,1.859,3,3,0,13,0.325
"1398","shrink","mafia",66,1.86,4,3,1,22,0.55
"1398","pork","emperor",67,1.845,5,3,0,23,0.575
"1398","nerve","bumper",75,1.693,6,3,0,37,0.925
"1398","replace","roach",26,2.078,7,3,1,2,0.05
"1398","want","ascent",65,1.883,8,3,0,21,0.525
"1398","process","joker",25,1.5,9,3,0,1,0.025
"1398","bacon","feud",69,1.923,10,3,1,26,0.65
"1398","grip","beach",34,1.541,11,3,0,9,0.225
"1398","copy","bedroom",64,1.652,12,3,1,20,0.5
"1398","calf","annoy",68,2.035,13,3,1,24,0.6
"1398","bias","sirloin",36,1.733,14,3,0,11,0.275
"1398","link","crisis",73,1.636,15,3,0,35,0.875
"1398","fee","chowder",33,1.564,16,3,0,7,0.175
"1398","pea","bathtub",69,1.693,17,3,0,27,0.675
"1398","knock","otter",70,1.916,18,3,0,31,0.775
"1398","prison","loaf",35,1.565,19,3,1,10,0.25
"1398","port","cinema",69,1.973,20,3,1,28,0.7
"1398","find","clown",72,1.772,21,3,1,34,0.85
"1398","caring","skirt",58,1.749,22,3,1,16,0.4
"1398","risk","zero",28,1.677,23,3,1,4,0.1
"1398","date","laugh",68,2.845,24,3,0,25,0.625
"1398","fan","feature",81,1.669,25,3,1,40,1
"1398","collect","loyalty",58,1.687,26,3,0,17,0.425
"1398","smother","surgery",43,1.957,27,3,1,12,0.3
"1398","forest","knob",69,1.669,28,3,0,29,0.725
"1398","need","faucet",32,1.717,29,3,1,6,0.15
"1398","banner","glide",69,1.573,30,3,1,30,0.75
"1398","biology","temper",77,1.644,31,3,0,39,0.975
"1398","bullet","walkway",33,1.453,32,3,1,8,0.2
"1398","chicken","beet",57,1.893,33,3,1,14,0.35
"1398","glue","force",71,2.389,34,3,0,33,0.825
"1398","rock","milk",59,1.752,35,3,1,18,0.45
"1398","remind","foam",27,2.51,36,3,0,3,0.075
"1398","capital","figure",73,2.092,37,3,1,36,0.9
"1398","bleach","ruin",57,1.882,38,3,0,15,0.375
"1398","visit","glove",30,1.773,39,3,0,5,0.125
"1398","anger","decay",70,1.885,40,3,1,32,0.8
"1428","shrink","mafia",-99,-99,1,1,0,13,0.025
"1428","risk","zero",-99,-99,2,1,1,40,0.05
"1428","bullet","walkway",-99,-99,3,1,0,15,0.075
"1428","prison","loaf",-99,-99,4,1,1,24,0.1
"1428","pork","emperor",-99,-99,5,1,1,28,0.125
"1428","port","cinema",-99,-99,6,1,0,17,0.15
"1428","chicken","beet",-99,-99,7,1,1,12,0.175
"1428","knock","otter",-99,-99,8,1,0,29,0.2
