"subn","word1","word2","trial","list","jol","jolrt","jolrank","jolrankp","practice","honor","choice","choicert"
"1055","pea","bathtub",16,3,22,3.991,16,0.4,0,1,0,1.604
"1055","find","clown",17,3,16,3.376,5,0.125,0,1,0,8.109
"1055","pork","emperor",18,3,74,3.252,37,0.925,1,0,0,0.872
"1055","fan","feature",19,3,34,3.077,26,0.65,0,1,0,7.214
"1055","plant","worm",20,3,79,2.814,39,0.975,1,0,0,1.06
"1055","rock","milk",21,3,58,3.087,33,0.825,1,1,1,4.216
"1055","forest","knob",22,3,26,4.91,20,0.5,1,1,1,3.526
"1055","bleach","ruin",23,3,100,6.454,40,1,1,1,1,1.341
"1055","bullet","walkway",24,3,20,12.573,13,0.325,1,1,1,1.198
"1055","replace","roach",25,3,27,4.733,21,0.525,1,1,1,1.022
"1055","remind","foam",26,3,20,3.116,14,0.35,1,1,1,1.624
"1055","chicken","beet",27,3,41,5.526,30,0.75,1,1,1,1.741
"1055","bacon","feud",28,3,17,4.671,9,0.225,0,0,1,2.128
"1055","banner","glide",29,3,11,17.67,1,0.025,0,0,1,3.811
"1055","caring","skirt",30,3,11,4.035,2,0.05,0,0,1,6.829
"1055","process","joker",31,3,25,3.415,18,0.45,1,1,1,1.566
"1055","knock","otter",32,3,18,3.293,12,0.3,0,0,1,1.526
"1055","shrink","mafia",33,3,31,2.876,23,0.575,1,1,1,7.255
"1055","need","faucet",34,3,16,3.503,6,0.15,0,0,1,1.135
"1055","glue","force",35,3,15,4.11,3,0.075,0,0,1,7.631
"1055","climax","saucer",36,3,15,8.309,4,0.1,0,0,1,1.39
"1055","copy","bedroom",37,3,22,3.797,17,0.425,1,1,1,1.23
"1055","biology","temper",38,3,17,3.02,10,0.25,0,0,1,8.072
"1055","smother","surgery",39,3,16,8.245,7,0.175,0,0,1,1.045
"1055","fee","chowder",40,3,16,2.743,8,0.2,0,0,1,1.31
"1732","need","faucet",1,1,-99,-99,NA,NA,1,1,-99,-99
"1732","bacon","feud",2,1,-99,-99,NA,NA,1,1,-99,-99
"1732","biology","temper",3,1,-99,-99,NA,NA,1,0,-99,-99
"1732","capital","figure",4,1,-99,-99,NA,NA,1,0,-99,-99
"1732","want","ascent",5,1,-99,-99,NA,NA,0,0,-99,-99
"1732","process","joker",6,1,-99,-99,NA,NA,0,0,-99,-99
"1732","grip","beach",7,1,-99,-99,NA,NA,1,1,-99,-99
"1732","copy","bedroom",8,1,-99,-99,NA,NA,0,0,-99,-99
"1732","bias","sirloin",9,1,-99,-99,NA,NA,1,0,-99,-99
"1732","remind","foam",10,1,-99,-99,NA,NA,1,1,-99,-99
"1732","caring","skirt",11,1,-99,-99,NA,NA,0,1,-99,-99
"1732","forest","knob",12,1,-99,-99,NA,NA,0,0,-99,-99
"1732","date","laugh",13,1,-99,-99,NA,NA,0,1,-99,-99
"1732","find","clown",14,1,-99,-99,NA,NA,1,0,-99,-99
"1732","collect","loyalty",15,1,-99,-99,NA,NA,1,1,-99,-99
"1732","fan","feature",16,1,-99,-99,NA,NA,1,1,-99,-99
"1732","bleach","ruin",17,1,-99,-99,NA,NA,1,0,-99,-99
"1732","replace","roach",18,1,-99,-99,NA,NA,0,1,-99,-99
"1732","plant","worm",19,1,-99,-99,NA,NA,1,0,-99,-99
"1732","risk","zero",20,1,-99,-99,NA,NA,0,1,-99,-99
"1732","smother","surgery",21,1,-99,-99,NA,NA,0,1,-99,-99
"1732","pea","bathtub",22,1,-99,-99,NA,NA,1,0,-99,-99
"1732","knock","otter",23,1,-99,-99,NA,NA,1,1,-99,-99
"1732","chicken","beet",24,1,-99,-99,NA,NA,0,0,-99,-99
"1732","link","crisis",25,1,-99,-99,NA,NA,1,1,-99,-99
"1732","fee","chowder",26,1,-99,-99,NA,NA,0,0,-99,-99
"1732","rock","milk",27,1,-99,-99,NA,NA,0,1,-99,-99
"1732","shrink","mafia",28,1,-99,-99,NA,NA,1,1,-99,-99
"1732","climax","saucer",29,1,-99,-99,NA,NA,0,0,-99,-99
"1732","glue","force",30,1,-99,-99,NA,NA,0,1,-99,-99
"1732","bullet","walkway",31,1,-99,-99,NA,NA,0,1,-99,-99
"1732","calf","annoy",32,1,-99,-99,NA,NA,1,0,-99,-99
"1732","port","cinema",33,1,-99,-99,NA,NA,1,1,-99,-99
"1732","banner","glide",34,1,-99,-99,NA,NA,0,1,-99,-99
"1732","anger","decay",35,1,-99,-99,NA,NA,0,0,-99,-99
"1732","prison","loaf",36,1,-99,-99,NA,NA,0,0,-99,-99
"1732","pork","emperor",37,1,-99,-99,NA,NA,1,0,-99,-99
"1732","mill","feast",38,1,-99,-99,NA,NA,1,0,-99,-99
"1732","visit","glove",39,1,-99,-99,NA,NA,0,1,-99,-99
"1732","nerve","bumper",40,1,-99,-99,NA,NA,0,0,-99,-99
"1732","bias","sirloin",1,2,-99,-99,NA,NA,1,0,-99,-99
"1732","bullet","walkway",2,2,-99,-99,NA,NA,0,1,-99,-99
"1732","process","joker",3,2,-99,-99,NA,NA,0,0,-99,-99
"1732","smother","surgery",4,2,-99,-99,NA,NA,0,1,-99,-99
"1732","collect","loyalty",5,2,-99,-99,NA,NA,1,1,-99,-99
"1732","forest","knob",6,2,-99,-99,NA,NA,0,0,-99,-99
"1732","find","clown",7,2,-99,-99,NA,NA,1,0,-99,-99
"1732","port","cinema",8,2,-99,-99,NA,NA,1,1,-99,-99
"1732","replace","roach",9,2,-99,-99,NA,NA,0,1,-99,-99
"1732","mill","feast",10,2,-99,-99,NA,NA,1,0,-99,-99
"1732","shrink","mafia",11,2,-99,-99,NA,NA,1,1,-99,-99
"1732","bacon","feud",12,2,-99,-99,NA,NA,1,1,-99,-99
"1732","risk","zero",13,2,-99,-99,NA,NA,0,1,-99,-99
"1732","grip","beach",14,2,-99,-99,NA,NA,1,1,-99,-99
"1732","biology","temper",15,2,-99,-99,NA,NA,1,0,-99,-99
"1732","calf","annoy",16,2,-99,-99,NA,NA,1,0,-99,-99
"1732","caring","skirt",17,2,-99,-99,NA,NA,0,1,-99,-99
"1732","fan","feature",18,2,-99,-99,NA,NA,1,1,-99,-99
"1732","chicken","beet",19,2,-99,-99,NA,NA,0,0,-99,-99
"1732","bleach","ruin",20,2,-99,-99,NA,NA,1,0,-99,-99
"1732","pea","bathtub",21,2,-99,-99,NA,NA,1,0,-99,-99
"1732","glue","force",22,2,-99,-99,NA,NA,0,1,-99,-99
"1732","pork","emperor",23,2,-99,-99,NA,NA,1,0,-99,-99
"1732","climax","saucer",24,2,-99,-99,NA,NA,0,0,-99,-99
"1732","plant","worm",25,2,-99,-99,NA,NA,1,0,-99,-99
"1732","copy","bedroom",26,2,-99,-99,NA,NA,0,0,-99,-99
"1732","fee","chowder",27,2,-99,-99,NA,NA,0,0,-99,-99
"1732","knock","otter",28,2,-99,-99,NA,NA,1,1,-99,-99
"1732","capital","figure",29,2,-99,-99,NA,NA,1,0,-99,-99
"1732","visit","glove",30,2,-99,-99,NA,NA,0,1,-99,-99
"1732","anger","decay",31,2,-99,-99,NA,NA,0,0,-99,-99
"1732","date","laugh",32,2,-99,-99,NA,NA,0,1,-99,-99
"1732","need","faucet",33,2,-99,-99,NA,NA,1,1,-99,-99
"1732","nerve","bumper",34,2,-99,-99,NA,NA,0,0,-99,-99
"1732","rock","milk",35,2,-99,-99,NA,NA,0,1,-99,-99
"1732","remind","foam",36,2,-99,-99,NA,NA,1,1,-99,-99
"1732","prison","loaf",37,2,-99,-99,NA,NA,0,0,-99,-99
"1732","banner","glide",38,2,-99,-99,NA,NA,0,1,-99,-99
"1732","want","ascent",39,2,-99,-99,NA,NA,0,0,-99,-99
"1732","link","crisis",40,2,-99,-99,NA,NA,1,1,-99,-99
"1732","bullet","walkway",1,3,52,4.636,36,0.9,0,1,0,12.511
"1732","copy","bedroom",2,3,46,3.173,30,0.75,0,0,1,1.223
"1732","want","ascent",3,3,47,3.503,32,0.8,0,0,1,1.335
"1732","fan","feature",4,3,40,3.071,22,0.55,1,1,1,1.319
"1732","fee","chowder",5,3,42,2.767,25,0.625,0,0,1,1.216
"1732","collect","loyalty",6,3,40,2.783,23,0.575,1,1,1,2.029
"1732","climax","saucer",7,3,44,2.943,28,0.7,0,0,1,1.103
"1732","bacon","feud",8,3,37,2.791,16,0.4,1,1,1,1.167
"1732","port","cinema",9,3,38,2.839,17,0.425,1,1,1,1.087
"1732","nerve","bumper",10,3,44,2.679,29,0.725,0,0,1,1.367
"1732","forest","knob",11,3,46,3.287,31,0.775,0,0,1,1.081
"1732","mill","feast",12,3,10,4.316,1,0.025,1,0,0,1.223
"1732","anger","decay",13,3,65,3.151,38,0.95,0,0,1,1.055
"1732","pea","bathtub",14,3,21,3.599,3,0.075,1,0,0,1.391
"1732","need","faucet",15,3,38,2.735,18,0.45,1,1,1,1.879
"1732","chicken","beet",16,3,71,3.295,39,0.975,0,0,1,1.215
"1732","grip","beach",17,3,39,3.471,21,0.525,1,1,1,1.215
"1732","link","crisis",18,3,33,2.391,8,0.2,1,1,1,0.975
"1732","prison","loaf",19,3,100,3.51,40,1,0,0,1,1.335
"1732","knock","otter",20,3,34,3.004,9,0.225,1,1,1,1.367
"1732","process","joker",21,3,42,2.423,26,0.65,0,0,1,0.976
"1732","shrink","mafia",22,3,34,2.229,10,0.25,1,1,1,1.015
"1732","remind","foam",23,3,35,2.238,12,0.3,1,1,1,1.087
"1732","pork","emperor",24,3,35,2.543,13,0.325,1,0,0,2.463
"1732","caring","skirt",25,3,50,4.175,35,0.875,0,1,0,0.959
"1732","glue","force",26,3,47,4.015,33,0.825,0,1,0,1.014
"1732","banner","glide",27,3,48,2.238,34,0.85,0,1,0,0.959
"1732","rock","milk",28,3,42,2.127,27,0.675,0,1,0,1.199
"1732","bias","sirloin",29,3,22,4.228,4,0.1,1,0,0,1.048
"1732","biology","temper",30,3,27,2.637,5,0.125,1,0,0,0.967
"1732","replace","roach",31,3,40,2.535,24,0.6,0,1,0,1.207
"1732","find","clown",32,3,34,2.327,11,0.275,1,0,0,1.022
"1732","smother","surgery",33,3,38,2.327,19,0.475,0,1,0,1.183
"1732","bleach","ruin",34,3,30,2.471,6,0.15,1,0,0,0.935
"1732","plant","worm",35,3,36,2.575,14,0.35,1,0,0,1.055
"1732","visit","glove",36,3,36,2.671,15,0.375,0,1,0,1.303
"1732","date","laugh",37,3,38,2.151,20,0.5,0,1,0,0.871
"1732","risk","zero",38,3,54,2.319,37,0.925,0,1,0,0.983
"1732","calf","annoy",39,3,18,3.479,2,0.05,1,0,0,0.967
"1732","capital","figure",40,3,30,2.893,7,0.175,1,0,0,1.119
"1762","bias","sirloin",1,1,-99,-99,NA,NA,0,0,-99,-99
"1762","anger","decay",2,1,-99,-99,NA,NA,0,0,-99,-99
"1762","fee","chowder",3,1,-99,-99,NA,NA,0,1,-99,-99
"1762","bleach","ruin",4,1,-99,-99,NA,NA,1,1,-99,-99
"1762","pea","bathtub",5,1,-99,-99,NA,NA,0,0,-99,-99
"1762","calf","annoy",6,1,-99,-99,NA,NA,0,1,-99,-99
"1762","date","laugh",7,1,-99,-99,NA,NA,0,0,-99,-99
"1762","forest","knob",8,1,-99,-99,NA,NA,1,0,-99,-99
"1762","port","cinema",9,1,-99,-99,NA,NA,1,1,-99,-99
"1762","bullet","walkway",10,1,-99,-99,NA,NA,0,1,-99,-99
"1762","nerve","bumper",11,1,-99,-99,NA,NA,1,1,-99,-99
"1762","visit","glove",12,1,-99,-99,NA,NA,1,1,-99,-99
"1762","want","ascent",13,1,-99,-99,NA,NA,1,0,-99,-99
"1762","glue","force",14,1,-99,-99,NA,NA,1,1,-99,-99
"1762","climax","saucer",15,1,-99,-99,NA,NA,0,0,-99,-99
"1762","risk","zero",16,1,-99,-99,NA,NA,1,0,-99,-99
"1762","caring","skirt",17,1,-99,-99,NA,NA,1,1,-99,-99
"1762","shrink","mafia",18,1,-99,-99,NA,NA,0,1,-99,-99
"1762","smother","surgery",19,1,-99,-99,NA,NA,0,0,-99,-99
"1762","chicken","beet",20,1,-99,-99,NA,NA,0,0,-99,-99
"1762","capital","figure",21,1,-99,-99,NA,NA,1,1,-99,-99
"1762","mill","feast",22,1,-99,-99,NA,NA,1,1,-99,-99
"1762","prison","loaf",23,1,-99,-99,NA,NA,1,0,-99,-99
"1762","find","clown",24,1,-99,-99,NA,NA,1,1,-99,-99
"1762","rock","milk",25,1,-99,-99,NA,NA,0,1,-99,-99
"1762","knock","otter",26,1,-99,-99,NA,NA,1,0,-99,-99
"1762","pork","emperor",27,1,-99,-99,NA,NA,0,0,-99,-99
"1762","process","joker",28,1,-99,-99,NA,NA,1,0,-99,-99
"1762","plant","worm",29,1,-99,-99,NA,NA,0,1,-99,-99
"1762","fan","feature",30,1,-99,-99,NA,NA,0,1,-99,-99
"1762","remind","foam",31,1,-99,-99,NA,NA,0,0,-99,-99
"1762","banner","glide",32,1,-99,-99,NA,NA,1,0,-99,-99
"1762","collect","loyalty",33,1,-99,-99,NA,NA,1,1,-99,-99
"1762","link","crisis",34,1,-99,-99,NA,NA,0,1,-99,-99
"1762","bacon","feud",35,1,-99,-99,NA,NA,0,1,-99,-99
"1762","grip","beach",36,1,-99,-99,NA,NA,0,0,-99,-99
"1762","need","faucet",37,1,-99,-99,NA,NA,0,1,-99,-99
"1762","copy","bedroom",38,1,-99,-99,NA,NA,1,0,-99,-99
"1762","biology","temper",39,1,-99,-99,NA,NA,1,0,-99,-99
"1762","replace","roach",40,1,-99,-99,NA,NA,1,0,-99,-99
"1762","calf","annoy",1,2,-99,-99,NA,NA,0,1,-99,-99
"1762","prison","loaf",2,2,-99,-99,NA,NA,1,0,-99,-99
"1762","replace","roach",3,2,-99,-99,NA,NA,1,0,-99,-99
"1762","need","faucet",4,2,-99,-99,NA,NA,0,1,-99,-99
"1762","mill","feast",5,2,-99,-99,NA,NA,1,1,-99,-99
"1762","copy","bedroom",6,2,-99,-99,NA,NA,1,0,-99,-99
"1762","bacon","feud",7,2,-99,-99,NA,NA,0,1,-99,-99
"1762","capital","figure",8,2,-99,-99,NA,NA,1,1,-99,-99
"1762","want","ascent",9,2,-99,-99,NA,NA,1,0,-99,-99
"1762","rock","milk",10,2,-99,-99,NA,NA,0,1,-99,-99
"1762","fan","feature",11,2,-99,-99,NA,NA,0,1,-99,-99
"1762","bleach","ruin",12,2,-99,-99,NA,NA,1,1,-99,-99
"1762","collect","loyalty",13,2,-99,-99,NA,NA,1,1,-99,-99
"1762","caring","skirt",14,2,-99,-99,NA,NA,1,1,-99,-99
"1762","glue","force",15,2,-99,-99,NA,NA,1,1,-99,-99
"1762","nerve","bumper",16,2,-99,-99,NA,NA,1,1,-99,-99
"1762","visit","glove",17,2,-99,-99,NA,NA,1,1,-99,-99
"1762","anger","decay",18,2,-99,-99,NA,NA,0,0,-99,-99
"1762","remind","foam",19,2,-99,-99,NA,NA,0,0,-99,-99
"1762","grip","beach",20,2,-99,-99,NA,NA,0,0,-99,-99
"1762","fee","chowder",21,2,-99,-99,NA,NA,0,1,-99,-99
"1762","pork","emperor",22,2,-99,-99,NA,NA,0,0,-99,-99
"1762","bias","sirloin",23,2,-99,-99,NA,NA,0,0,-99,-99
"1762","port","cinema",24,2,-99,-99,NA,NA,1,1,-99,-99
"1762","chicken","beet",25,2,-99,-99,NA,NA,0,0,-99,-99
"1762","forest","knob",26,2,-99,-99,NA,NA,1,0,-99,-99
"1762","pea","bathtub",27,2,-99,-99,NA,NA,0,0,-99,-99
"1762","plant","worm",28,2,-99,-99,NA,NA,0,1,-99,-99
"1762","banner","glide",29,2,-99,-99,NA,NA,1,0,-99,-99
"1762","process","joker",30,2,-99,-99,NA,NA,1,0,-99,-99
"1762","knock","otter",31,2,-99,-99,NA,NA,1,0,-99,-99
"1762","shrink","mafia",32,2,-99,-99,NA,NA,0,1,-99,-99
"1762","find","clown",33,2,-99,-99,NA,NA,1,1,-99,-99
"1762","biology","temper",34,2,-99,-99,NA,NA,1,0,-99,-99
"1762","link","crisis",35,2,-99,-99,NA,NA,0,1,-99,-99
"1762","smother","surgery",36,2,-99,-99,NA,NA,0,0,-99,-99
"1762","risk","zero",37,2,-99,-99,NA,NA,1,0,-99,-99
"1762","climax","saucer",38,2,-99,-99,NA,NA,0,0,-99,-99
"1762","date","laugh",39,2,-99,-99,NA,NA,0,0,-99,-99
"1762","bullet","walkway",40,2,-99,-99,NA,NA,0,1,-99,-99
"1762","plant","worm",1,3,23,10.558,31,0.775,0,1,0,2.786
"1762","smother","surgery",2,3,77,4.83,34,0.85,0,0,1,7.871
"1762","port","cinema",3,3,1,4.573,1,0.025,1,1,1,1.839
"1762","process","joker",4,3,1,3.821,2,0.05,1,0,0,4.55
"1762","replace","roach",5,3,1,3.906,3,0.075,1,0,0,1.159
"1762","risk","zero",6,3,1,2.913,4,0.1,1,0,0,1.157
"1762","capital","figure",7,3,1,2.137,5,0.125,1,1,1,0.987
"1762","climax","saucer",8,3,100,2.583,35,0.875,0,0,1,1.417
"1762","bleach","ruin",9,3,1,3.021,6,0.15,1,1,1,2.397
"1762","prison","loaf",10,3,1,2.231,7,0.175,1,0,0,0.971
"1762","banner","glide",11,3,1,1.963,8,0.2,1,0,0,0.837
"1762","biology","temper",12,3,1,2.193,9,0.225,1,0,0,0.743
"1762","pea","bathtub",13,3,100,2.191,36,0.9,0,0,1,1.509
"1762","copy","bedroom",14,3,1,2.849,10,0.25,1,0,0,0.571
"1762","want","ascent",15,3,1,2.325,11,0.275,1,0,0,0.727
"1762","knock","otter",16,3,1,2.107,12,0.3,1,0,0,1.128
"1762","date","laugh",17,3,100,2.151,37,0.925,0,0,1,1.167
"1762","forest","knob",18,3,1,2.371,13,0.325,1,0,0,0.979
"1762","bacon","feud",19,3,1,2.191,14,0.35,0,1,0,1.157
"1762","shrink","mafia",20,3,1,2.199,15,0.375,0,1,0,2.177
"1762","link","crisis",21,3,3,2.731,30,0.75,0,1,0,1.331
"1762","fan","feature",22,3,1,7.181,16,0.4,0,1,0,0.727
"1762","need","faucet",23,3,1,2.395,17,0.425,0,1,0,1.049
"1762","fee","chowder",24,3,1,2.717,18,0.45,0,1,0,1.095
"1762","pork","emperor",25,3,100,2.491,38,0.95,0,0,1,1.197
"1762","rock","milk",26,3,1,1.909,19,0.475,0,1,0,0.673
"1762","calf","annoy",27,3,27,2.419,32,0.8,0,1,0,0.703
"1762","bias","sirloin",28,3,72,3.375,33,0.825,0,0,1,0.688
"1762","bullet","walkway",29,3,1,2.255,20,0.5,0,1,0,0.875
"1762","mill","feast",30,3,1,1.904,21,0.525,1,1,1,0.984
"1762","visit","glove",31,3,1,2.231,22,0.55,1,1,1,0.735
"1762","glue","force",32,3,1,1.683,23,0.575,1,1,1,0.719
"1762","anger","decay",33,3,100,2.765,39,0.975,0,0,1,0.679
"1762","caring","skirt",34,3,1,2.271,24,0.6,1,1,1,0.673
"1762","find","clown",35,3,1,1.754,25,0.625,1,1,1,0.617
"1762","collect","loyalty",36,3,1,3.679,26,0.65,1,1,1,0.525
"1762","chicken","beet",37,3,100,2.631,40,1,0,0,1,0.813
"1762","nerve","bumper",38,3,1,2.959,27,0.675,1,1,1,1.385
"1762","remind","foam",39,3,1,2.435,28,0.7,0,0,1,0.853
"1762","grip","beach",40,3,1,2.594,29,0.725,0,0,1,0.694
"1803","copy","bedroom",1,1,-99,-99,NA,NA,1,0,-99,-99
"1803","rock","milk",2,1,-99,-99,NA,NA,0,1,-99,-99
"1803","glue","force",3,1,-99,-99,NA,NA,0,1,-99,-99
"1803","chicken","beet",4,1,-99,-99,NA,NA,0,1,-99,-99
"1803","collect","loyalty",5,1,-99,-99,NA,NA,1,0,-99,-99
"1803","fan","feature",6,1,-99,-99,NA,NA,0,0,-99,-99
"1803","mill","feast",7,1,-99,-99,NA,NA,1,0,-99,-99
"1803","forest","knob",8,1,-99,-99,NA,NA,0,0,-99,-99
"1803","shrink","mafia",9,1,-99,-99,NA,NA,1,0,-99,-99
"1803","bias","sirloin",10,1,-99,-99,NA,NA,1,1,-99,-99
"1803","knock","otter",11,1,-99,-99,NA,NA,1,0,-99,-99
"1803","capital","figure",12,1,-99,-99,NA,NA,1,0,-99,-99
"1803","need","faucet",13,1,-99,-99,NA,NA,0,1,-99,-99
"1803","pea","bathtub",14,1,-99,-99,NA,NA,0,0,-99,-99
"1803","find","clown",15,1,-99,-99,NA,NA,0,1,-99,-99
"1803","link","crisis",16,1,-99,-99,NA,NA,0,0,-99,-99
"1803","climax","saucer",17,1,-99,-99,NA,NA,0,1,-99,-99
"1803","date","laugh",18,1,-99,-99,NA,NA,1,1,-99,-99
"1803","process","joker",19,1,-99,-99,NA,NA,1,0,-99,-99
"1803","pork","emperor",20,1,-99,-99,NA,NA,1,1,-99,-99
