"subn","word1","word2","trial","list","jol","jolrt","jolrank","jolrankp","practice","honor","choice","choicert","restudyresp","restudyacc","restudyrtfirst","restudyrt"
"1055","smother","surgery",20,2,16,8.245,7,0.175,0,0,1,1.045,"",NA,NA,NA
"1055","mill","feast",21,2,37,4.278,29,0.725,1,0,0,2.749,"no",0,NA,5.14
"1055","rock","milk",22,2,58,3.087,33,0.825,1,1,1,4.216,"milk",1,NA,34.255
"1055","find","clown",23,2,16,3.376,5,0.125,0,1,0,8.109,"",NA,NA,NA
"1055","forest","knob",24,2,26,4.91,20,0.5,1,1,1,3.526,"tree",0,NA,8.644
"1055","risk","zero",25,2,36,3.508,27,0.675,0,1,0,1.07,"",NA,NA,NA
"1055","process","joker",26,2,25,3.415,18,0.45,1,1,1,1.566,"no",0,NA,26.678
"1055","banner","glide",27,2,11,17.67,1,0.025,0,0,1,3.811,"",NA,NA,NA
"1055","date","laugh",28,2,67,9.719,34,0.85,1,0,0,1.797,"laugh",1,NA,11.333
"1055","bullet","walkway",29,2,20,12.573,13,0.325,1,1,1,1.198,"no",0,NA,17.032
"1055","nerve","bumper",30,2,22,4.171,15,0.375,0,1,0,5.869,"",NA,NA,NA
"1055","want","ascent",31,2,26,9.916,19,0.475,0,1,0,1.318,"",NA,NA,NA
"1055","calf","annoy",32,2,49,45.151,31,0.775,1,0,0,1.206,"no",0,NA,16.027
"1055","visit","glove",33,2,36,3.277,28,0.7,1,0,0,0.799,"no",0,NA,18.99
"1055","climax","saucer",34,2,15,8.309,4,0.1,0,0,1,1.39,"",NA,NA,NA
"1055","need","faucet",35,2,16,3.503,6,0.15,0,0,1,1.135,"",NA,NA,NA
"1055","plant","worm",36,2,79,2.814,39,0.975,1,0,0,1.06,"worm",1,NA,9.714
"1055","pork","emperor",37,2,74,3.252,37,0.925,1,0,0,0.872,"no",0,NA,25.223
"1055","knock","otter",38,2,18,3.293,12,0.3,0,0,1,1.526,"",NA,NA,NA
"1055","glue","force",39,2,15,4.11,3,0.075,0,0,1,7.631,"",NA,NA,NA
"1055","bleach","ruin",40,2,100,6.454,40,1,1,1,1,1.341,"ruin",1,NA,8.961
"1055","prison","loaf",1,3,71,7.157,35,0.875,1,0,0,1.117,"no",0,NA,8.657
"1055","capital","figure",2,3,73,4.04,36,0.9,1,0,0,0.933,"figure",1,NA,12.092
"1055","knock","otter",3,3,18,3.293,12,0.3,0,0,1,1.526,"",NA,NA,NA
"1055","nerve","bumper",4,3,22,4.171,15,0.375,0,1,0,5.869,"",NA,NA,NA
"1055","port","cinema",5,3,78,5.076,38,0.95,1,0,0,1.23,"cinema",1,NA,19.421
"1055","find","clown",6,3,16,3.376,5,0.125,0,1,0,8.109,"",NA,NA,NA
"1055","banner","glide",7,3,11,17.67,1,0.025,0,0,1,3.811,"",NA,NA,NA
"1055","rock","milk",8,3,58,3.087,33,0.825,1,1,1,4.216,"milk",1,NA,10.266
"1055","need","faucet",9,3,16,3.503,6,0.15,0,0,1,1.135,"",NA,NA,NA
"1055","collect","loyalty",10,3,34,4.763,25,0.625,0,1,0,2.328,"",NA,NA,NA
"1055","bacon","feud",11,3,17,4.671,9,0.225,0,0,1,2.128,"",NA,NA,NA
"1055","bias","sirloin",12,3,30,10.637,22,0.55,0,1,0,0.997,"",NA,NA,NA
"1055","chicken","beet",13,3,41,5.526,30,0.75,1,1,1,1.741,"beet",1,NA,6.142
"1055","climax","saucer",14,3,15,8.309,4,0.1,0,0,1,1.39,"",NA,NA,NA
"1055","calf","annoy",15,3,49,45.151,31,0.775,1,0,0,1.206,"no",0,NA,11.29
"1055","bleach","ruin",16,3,100,6.454,40,1,1,1,1,1.341,"ruin",1,NA,5.2
"1055","shrink","mafia",17,3,31,2.876,23,0.575,1,1,1,7.255,"no",0,NA,25.552
"1055","plant","worm",18,3,79,2.814,39,0.975,1,0,0,1.06,"worm",1,NA,11.11
"1055","process","joker",19,3,25,3.415,18,0.45,1,1,1,1.566,"no",0,NA,6.348
"1055","mill","feast",20,3,37,4.278,29,0.725,1,0,0,2.749,"no",0,NA,28.205
"1055","replace","roach",21,3,27,4.733,21,0.525,1,1,1,1.022,"no",0,NA,7.977
"1055","glue","force",22,3,15,4.11,3,0.075,0,0,1,7.631,"",NA,NA,NA
"1055","fee","chowder",23,3,16,2.743,8,0.2,0,0,1,1.31,"",NA,NA,NA
"1055","risk","zero",24,3,36,3.508,27,0.675,0,1,0,1.07,"",NA,NA,NA
"1055","visit","glove",25,3,36,3.277,28,0.7,1,0,0,0.799,"no",0,NA,11.281
"1055","date","laugh",26,3,67,9.719,34,0.85,1,0,0,1.797,"laugh",1,NA,7.085
"1055","biology","temper",27,3,17,3.02,10,0.25,0,0,1,8.072,"",NA,NA,NA
"1055","pea","bathtub",28,3,22,3.991,16,0.4,0,1,0,1.604,"",NA,NA,NA
"1055","remind","foam",29,3,20,3.116,14,0.35,1,1,1,1.624,"no",0,NA,17.906
"1055","caring","skirt",30,3,11,4.035,2,0.05,0,0,1,6.829,"",NA,NA,NA
"1055","fan","feature",31,3,34,3.077,26,0.65,0,1,0,7.214,"",NA,NA,NA
"1055","smother","surgery",32,3,16,8.245,7,0.175,0,0,1,1.045,"",NA,NA,NA
"1055","want","ascent",33,3,26,9.916,19,0.475,0,1,0,1.318,"",NA,NA,NA
"1055","forest","knob",34,3,26,4.91,20,0.5,1,1,1,3.526,"no",0,NA,20.192
"1055","bullet","walkway",35,3,20,12.573,13,0.325,1,1,1,1.198,"no",0,NA,9.152
"1055","link","crisis",36,3,18,2.845,11,0.275,0,1,0,1.533,"",NA,NA,NA
"1055","anger","decay",37,3,52,13.313,32,0.8,1,0,0,13.139,"decay",1,NA,11.734
"1055","grip","beach",38,3,32,12.78,24,0.6,0,1,0,1.301,"",NA,NA,NA
"1055","copy","bedroom",39,3,22,3.797,17,0.425,1,1,1,1.23,"bedroom",1,NA,13.891
"1055","pork","emperor",40,3,74,3.252,37,0.925,1,0,0,0.872,"no",0,NA,14.623
"1732","replace","roach",1,1,40,2.535,24,0.6,0,1,0,1.207,"",NA,NA,NA
"1732","bias","sirloin",2,1,22,4.228,4,0.1,1,0,0,1.048,"bleach",0,NA,8.854
"1732","fee","chowder",3,1,42,2.767,25,0.625,0,0,1,1.216,"",NA,NA,NA
"1732","anger","decay",4,1,65,3.151,38,0.95,0,0,1,1.055,"",NA,NA,NA
"1732","risk","zero",5,1,54,2.319,37,0.925,0,1,0,0.983,"",NA,NA,NA
"1732","link","crisis",6,1,33,2.391,8,0.2,1,1,1,0.975,"bias",0,NA,6.311
"1732","rock","milk",7,1,42,2.127,27,0.675,0,1,0,1.199,"",NA,NA,NA
"1732","mill","feast",8,1,10,4.316,1,0.025,1,0,0,1.223,"calf",0,NA,9.45
"1732","shrink","mafia",9,1,34,2.229,10,0.25,1,1,1,1.015,"rap",0,NA,5.608
"1732","copy","bedroom",10,1,46,3.173,30,0.75,0,0,1,1.223,"",NA,NA,NA
"1732","forest","knob",11,1,46,3.287,31,0.775,0,0,1,1.081,"",NA,NA,NA
"1732","chicken","beet",12,1,71,3.295,39,0.975,0,0,1,1.215,"",NA,NA,NA
"1732","port","cinema",13,1,38,2.839,17,0.425,1,1,1,1.087,"wine",0,NA,5.334
"1732","need","faucet",14,1,38,2.735,18,0.45,1,1,1,1.879,"fork",0,NA,9.247
"1732","nerve","bumper",15,1,44,2.679,29,0.725,0,0,1,1.367,"",NA,NA,NA
"1732","prison","loaf",16,1,100,3.51,40,1,0,0,1,1.335,"",NA,NA,NA
"1732","fan","feature",17,1,40,3.071,22,0.55,1,1,1,1.319,"walk",0,NA,18.543
"1732","pork","emperor",18,1,35,2.543,13,0.325,1,0,0,2.463,"mill",0,NA,5.919
"1732","biology","temper",19,1,27,2.637,5,0.125,1,0,0,0.967,"term",0,NA,5.895
"1732","bacon","feud",20,1,37,2.791,16,0.4,1,1,1,1.167,"wrap",0,NA,5.366
"1732","calf","annoy",21,1,18,3.479,2,0.05,1,0,0,0.967,"home",0,NA,5.751
"1732","pea","bathtub",22,1,21,3.599,3,0.075,1,0,0,1.391,"shock",0,NA,9.207
"1732","collect","loyalty",23,1,40,2.783,23,0.575,1,1,1,2.029,"term",0,NA,4.879
"1732","find","clown",24,1,34,2.327,11,0.275,1,0,0,1.022,"mill",0,NA,4.847
"1732","capital","figure",25,1,30,2.893,7,0.175,1,0,0,1.119,"check",0,NA,4.585
"1732","caring","skirt",26,1,50,4.175,35,0.875,0,1,0,0.959,"",NA,NA,NA
"1732","glue","force",27,1,47,4.015,33,0.825,0,1,0,1.014,"",NA,NA,NA
"1732","want","ascent",28,1,47,3.503,32,0.8,0,0,1,1.335,"",NA,NA,NA
"1732","grip","beach",29,1,39,3.471,21,0.525,1,1,1,1.215,"call",0,NA,6.614
"1732","bullet","walkway",30,1,52,4.636,36,0.9,0,1,0,12.511,"",NA,NA,NA
"1732","process","joker",31,1,42,2.423,26,0.65,0,0,1,0.976,"",NA,NA,NA
"1732","climax","saucer",32,1,44,2.943,28,0.7,0,0,1,1.103,"",NA,NA,NA
"1732","plant","worm",33,1,36,2.575,14,0.35,1,0,0,1.055,"mill",0,NA,9.23
"1732","banner","glide",34,1,48,2.238,34,0.85,0,1,0,0.959,"",NA,NA,NA
"1732","remind","foam",35,1,35,2.238,12,0.3,1,1,1,1.087,"call",0,NA,4.94
"1732","knock","otter",36,1,34,3.004,9,0.225,1,1,1,1.367,"door",0,NA,5.023
"1732","visit","glove",37,1,36,2.671,15,0.375,0,1,0,1.303,"",NA,NA,NA
"1732","smother","surgery",38,1,38,2.327,19,0.475,0,1,0,1.183,"",NA,NA,NA
"1732","bleach","ruin",39,1,30,2.471,6,0.15,1,0,0,0.935,"norm",0,NA,104.994
"1732","date","laugh",40,1,38,2.151,20,0.5,0,1,0,0.871,"",NA,NA,NA
"1732","bias","sirloin",1,2,22,4.228,4,0.1,1,0,0,1.048,"check",0,NA,6.981
"1732","plant","worm",2,2,36,2.575,14,0.35,1,0,0,1.055,"home",0,NA,4.527
"1732","caring","skirt",3,2,50,4.175,35,0.875,0,1,0,0.959,"",NA,NA,NA
"1732","climax","saucer",4,2,44,2.943,28,0.7,0,0,1,1.103,"",NA,NA,NA
"1732","remind","foam",5,2,35,2.238,12,0.3,1,1,1,1.087,"mill",0,NA,7.139
"1732","want","ascent",6,2,47,3.503,32,0.8,0,0,1,1.335,"",NA,NA,NA
"1732","calf","annoy",7,2,18,3.479,2,0.05,1,0,0,0.967,"ffarm",0,NA,11.788
"1732","nerve","bumper",8,2,44,2.679,29,0.725,0,0,1,1.367,"",NA,NA,NA
"1732","need","faucet",9,2,38,2.735,18,0.45,1,1,1,1.879,"want",0,NA,4.891
"1732","bullet","walkway",10,2,52,4.636,36,0.9,0,1,0,12.511,"",NA,NA,NA
"1732","pea","bathtub",11,2,21,3.599,3,0.075,1,0,0,1.391,"home",0,NA,5.236
"1732","fee","chowder",12,2,42,2.767,25,0.625,0,0,1,1.216,"",NA,NA,NA
"1732","link","crisis",13,2,33,2.391,8,0.2,1,1,1,0.975,"mill",0,NA,5.336
"1732","chicken","beet",14,2,71,3.295,39,0.975,0,0,1,1.215,"",NA,NA,NA
"1732","port","cinema",15,2,38,2.839,17,0.425,1,1,1,1.087,"wine",0,NA,8.716
"1732","knock","otter",16,2,34,3.004,9,0.225,1,1,1,1.367,"open",0,NA,641.191
"1732","bacon","feud",17,2,37,2.791,16,0.4,1,1,1,1.167,"bit",0,NA,4.989
"1732","find","clown",18,2,34,2.327,11,0.275,1,0,0,1.022,"come",0,NA,5.703
"1732","process","joker",19,2,42,2.423,26,0.65,0,0,1,0.976,"",NA,NA,NA
"1732","visit","glove",20,2,36,2.671,15,0.375,0,1,0,1.303,"",NA,NA,NA
"1732","forest","knob",21,2,46,3.287,31,0.775,0,0,1,1.081,"",NA,NA,NA
"1732","collect","loyalty",22,2,40,2.783,23,0.575,1,1,1,2.029,"pain",0,NA,6.394
"1732","shrink","mafia",23,2,34,2.229,10,0.25,1,1,1,1.015,"wrap",0,NA,4.431
"1732","pork","emperor",24,2,35,2.543,13,0.325,1,0,0,2.463,"mill",0,NA,4.454
"1732","anger","decay",25,2,65,3.151,38,0.95,0,0,1,1.055,"",NA,NA,NA
"1732","mill","feast",26,2,10,4.316,1,0.025,1,0,0,1.223,"prison",0,NA,6.844
"1732","rock","milk",27,2,42,2.127,27,0.675,0,1,0,1.199,"",NA,NA,NA
"1732","capital","figure",28,2,30,2.893,7,0.175,1,0,0,1.119,"city",0,NA,7.42
"1732","bleach","ruin",29,2,30,2.471,6,0.15,1,0,0,0.935,"mad",0,NA,7.918
"1732","copy","bedroom",30,2,46,3.173,30,0.75,0,0,1,1.223,"",NA,NA,NA
"1732","date","laugh",31,2,38,2.151,20,0.5,0,1,0,0.871,"",NA,NA,NA
"1732","glue","force",32,2,47,4.015,33,0.825,0,1,0,1.014,"",NA,NA,NA
"1732","risk","zero",33,2,54,2.319,37,0.925,0,1,0,0.983,"",NA,NA,NA
"1732","smother","surgery",34,2,38,2.327,19,0.475,0,1,0,1.183,"",NA,NA,NA
"1732","biology","temper",35,2,27,2.637,5,0.125,1,0,0,0.967,"term",0,NA,18.966
"1732","prison","loaf",36,2,100,3.51,40,1,0,0,1,1.335,"",NA,NA,NA
"1732","replace","roach",37,2,40,2.535,24,0.6,0,1,0,1.207,"",NA,NA,NA
"1732","banner","glide",38,2,48,2.238,34,0.85,0,1,0,0.959,"",NA,NA,NA
"1732","grip","beach",39,2,39,3.471,21,0.525,1,1,1,1.215,"touch",0,NA,5.17
"1732","fan","feature",40,2,40,3.071,22,0.55,1,1,1,1.319,"more",0,NA,6.175
"1732","fee","chowder",1,3,42,2.767,25,0.625,0,0,1,1.216,"",NA,NA,NA
"1732","climax","saucer",2,3,44,2.943,28,0.7,0,0,1,1.103,"",NA,NA,NA
"1732","calf","annoy",3,3,18,3.479,2,0.05,1,0,0,0.967,"mill",0,NA,5.468
"1732","nerve","bumper",4,3,44,2.679,29,0.725,0,0,1,1.367,"",NA,NA,NA
"1732","smother","surgery",5,3,38,2.327,19,0.475,0,1,0,1.183,"",NA,NA,NA
"1732","forest","knob",6,3,46,3.287,31,0.775,0,0,1,1.081,"",NA,NA,NA
"1732","need","faucet",7,3,38,2.735,18,0.45,1,1,1,1.879,"want",0,NA,5.462
"1732","process","joker",8,3,42,2.423,26,0.65,0,0,1,0.976,"",NA,NA,NA
"1732","find","clown",9,3,34,2.327,11,0.275,1,0,0,1.022,"more",0,NA,3.893
"1732","prison","loaf",10,3,100,3.51,40,1,0,0,1,1.335,"",NA,NA,NA
"1732","biology","temper",11,3,27,2.637,5,0.125,1,0,0,0.967,"term",0,NA,4.053
"1732","bleach","ruin",12,3,30,2.471,6,0.15,1,0,0,0.935,"come",0,NA,4.512
"1732","banner","glide",13,3,48,2.238,34,0.85,0,1,0,0.959,"",NA,NA,NA
"1732","glue","force",14,3,47,4.015,33,0.825,0,1,0,1.014,"",NA,NA,NA
"1732","bias","sirloin",15,3,22,4.228,4,0.1,1,0,0,1.048,"more",0,NA,3.82
"1732","knock","otter",16,3,34,3.004,9,0.225,1,1,1,1.367,"door",0,NA,3.703
"1732","want","ascent",17,3,47,3.503,32,0.8,0,0,1,1.335,"",NA,NA,NA
"1732","grip","beach",18,3,39,3.471,21,0.525,1,1,1,1.215,"term",0,NA,6.077
"1732","visit","glove",19,3,36,2.671,15,0.375,0,1,0,1.303,"",NA,NA,NA
"1732","rock","milk",20,3,42,2.127,27,0.675,0,1,0,1.199,"",NA,NA,NA
"1732","capital","figure",21,3,30,2.893,7,0.175,1,0,0,1.119,"city",0,NA,4.259
"1732","date","laugh",22,3,38,2.151,20,0.5,0,1,0,0.871,"",NA,NA,NA
"1732","pea","bathtub",23,3,21,3.599,3,0.075,1,0,0,1.391,"more",0,NA,5.545
"1732","caring","skirt",24,3,50,4.175,35,0.875,0,1,0,0.959,"",NA,NA,NA
"1732","fan","feature",25,3,40,3.071,22,0.55,1,1,1,1.319,"mill",0,NA,5.693
"1732","risk","zero",26,3,54,2.319,37,0.925,0,1,0,0.983,"",NA,NA,NA
"1732","bacon","feud",27,3,37,2.791,16,0.4,1,1,1,1.167,"bleach",0,NA,6.397
"1732","chicken","beet",28,3,71,3.295,39,0.975,0,0,1,1.215,"",NA,NA,NA
"1732","link","crisis",29,3,33,2.391,8,0.2,1,1,1,0.975,"none",0,NA,4.207
"1732","copy","bedroom",30,3,46,3.173,30,0.75,0,0,1,1.223,"",NA,NA,NA
"1732","bullet","walkway",31,3,52,4.636,36,0.9,0,1,0,12.511,"",NA,NA,NA
"1732","plant","worm",32,3,36,2.575,14,0.35,1,0,0,1.055,"sand",0,NA,8.028
"1732","mill","feast",33,3,10,4.316,1,0.025,1,0,0,1.223,"pea",0,NA,5.367
"1732","remind","foam",34,3,35,2.238,12,0.3,1,1,1,1.087,"mill",0,NA,4.903
"1732","pork","emperor",35,3,35,2.543,13,0.325,1,0,0,2.463,"pie",0,NA,4.694
"1732","shrink","mafia",36,3,34,2.229,10,0.25,1,1,1,1.015,"wrap",0,NA,4.463
"1732","replace","roach",37,3,40,2.535,24,0.6,0,1,0,1.207,"",NA,NA,NA
"1732","port","cinema",38,3,38,2.839,17,0.425,1,1,1,1.087,"wine",0,NA,5.005
"1732","anger","decay",39,3,65,3.151,38,0.95,0,0,1,1.055,"",NA,NA,NA
"1732","collect","loyalty",40,3,40,2.783,23,0.575,1,1,1,2.029,"pay",0,NA,4.447
"1762","fee","chowder",1,1,1,2.717,18,0.45,0,1,0,1.095,"",NA,NA,NA
"1762","pea","bathtub",2,1,100,2.191,36,0.9,0,0,1,1.509,"",NA,NA,NA
"1762","risk","zero",3,1,1,2.913,4,0.1,1,0,0,1.157,"antler",0,NA,9.128
"1762","climax","saucer",4,1,100,2.583,35,0.875,0,0,1,1.417,"",NA,NA,NA
"1762","link","crisis",5,1,3,2.731,30,0.75,0,1,0,1.331,"",NA,NA,NA
"1762","nerve","bumper",6,1,1,2.959,27,0.675,1,1,1,1.385,"festive",0,NA,5.77
"1762","biology","temper",7,1,1,2.193,9,0.225,1,0,0,0.743,"planter",0,NA,7.237
"1762","calf","annoy",8,1,27,2.419,32,0.8,0,1,0,0.703,"",NA,NA,NA
"1762","banner","glide",9,1,1,1.963,8,0.2,1,0,0,0.837,"climb",0,NA,18.32
"1762","pork","emperor",10,1,100,2.491,38,0.95,0,0,1,1.197,"",NA,NA,NA
"1762","fan","feature",11,1,1,7.181,16,0.4,0,1,0,0.727,"",NA,NA,NA
"1762","copy","bedroom",12,1,1,2.849,10,0.25,1,0,0,0.571,"plumb",0,NA,4.837
"1762","collect","loyalty",13,1,1,3.679,26,0.65,1,1,1,0.525,"hard",0,NA,5.092
"1762","mill","feast",14,1,1,1.904,21,0.525,1,1,1,0.984,"flag",0,NA,4.614
"1762","forest","knob",15,1,1,2.371,13,0.325,1,0,0,0.979,"run",0,NA,3.947
"1762","plant","worm",16,1,23,10.558,31,0.775,0,1,0,2.786,"",NA,NA,NA
"1762","visit","glove",17,1,1,2.231,22,0.55,1,1,1,0.735,"pants",0,NA,5.887
"1762","knock","otter",18,1,1,2.107,12,0.3,1,0,0,1.128,"love",0,NA,4.315
"1762","anger","decay",19,1,100,2.765,39,0.975,0,0,1,0.679,"",NA,NA,NA
"1762","prison","loaf",20,1,1,2.231,7,0.175,1,0,0,0.971,"people",0,NA,4.449
"1762","process","joker",21,1,1,3.821,2,0.05,1,0,0,4.55,"worm",0,NA,4.276
"1762","glue","force",22,1,1,1.683,23,0.575,1,1,1,0.719,"blanket",0,NA,4.858
"1762","bias","sirloin",23,1,72,3.375,33,0.825,0,0,1,0.688,"",NA,NA,NA
"1762","shrink","mafia",24,1,1,2.199,15,0.375,0,1,0,2.177,"",NA,NA,NA
"1762","replace","roach",25,1,1,3.906,3,0.075,1,0,0,1.159,"crab",0,NA,5.143
"1762","chicken","beet",26,1,100,2.631,40,1,0,0,1,0.813,"",NA,NA,NA
"1762","smother","surgery",27,1,77,4.83,34,0.85,0,0,1,7.871,"",NA,NA,NA
"1762","bleach","ruin",28,1,1,3.021,6,0.15,1,1,1,2.397,"sand",0,NA,4.086
"1762","date","laugh",29,1,100,2.151,37,0.925,0,0,1,1.167,"",NA,NA,NA
"1762","rock","milk",30,1,1,1.909,19,0.475,0,1,0,0.673,"",NA,NA,NA
"1762","grip","beach",31,1,1,2.594,29,0.725,0,0,1,0.694,"",NA,NA,NA
"1762","find","clown",32,1,1,1.754,25,0.625,1,1,1,0.617,"sprinkle",0,NA,5.525
"1762","bullet","walkway",33,1,1,2.255,20,0.5,0,1,0,0.875,"",NA,NA,NA
"1762","need","faucet",34,1,1,2.395,17,0.425,0,1,0,1.049,"",NA,NA,NA
"1762","bacon","feud",35,1,1,2.191,14,0.35,0,1,0,1.157,"",NA,NA,NA
"1762","want","ascent",36,1,1,2.325,11,0.275,1,0,0,0.727,"sheep",0,NA,8.526
"1762","port","cinema",37,1,1,4.573,1,0.025,1,1,1,1.839,"watch",0,NA,10.12
"1762","caring","skirt",38,1,1,2.271,24,0.6,1,1,1,0.673,"team",0,NA,4.331
"1762","capital","figure",39,1,1,2.137,5,0.125,1,1,1,0.987,"fight",0,NA,9.863
"1762","remind","foam",40,1,1,2.435,28,0.7,0,0,1,0.853,"",NA,NA,NA
"1762","banner","glide",1,2,1,1.963,8,0.2,1,0,0,0.837,"dont know",0,NA,6.046
"1762","anger","decay",2,2,100,2.765,39,0.975,0,0,1,0.679,"",NA,NA,NA
"1762","capital","figure",3,2,1,2.137,5,0.125,1,1,1,0.987,"dont know",0,NA,9.584
"1762","caring","skirt",4,2,1,2.271,24,0.6,1,1,1,0.673,"dont know",0,NA,5.889
"1762","biology","temper",5,2,1,2.193,9,0.225,1,0,0,0.743,"microscope",0,NA,3.808
