"subn","word1","word2","trial","list","jol","jolrt","jolrank","jolrankp","practice","honor","choice","choicert","restudyresp","restudyacc","restudyrtfirst","restudyrt","response","testacc","rtfirst","rt"
"1732","pork","emperor",18,1,35,2.543,13,0.325,1,0,0,2.463,NA,NA,NA,NA,"mill",0,7.188,12.319
"1732","banner","glide",34,1,48,2.238,34,0.85,0,1,0,0.959,NA,NA,NA,NA,"kite",0,3.382,5.998
"1732","port","cinema",13,1,38,2.839,17,0.425,1,1,1,1.087,NA,NA,NA,NA,"wine",0,4.97,7.071
"1732","bacon","feud",20,1,37,2.791,16,0.4,1,1,1,1.167,NA,NA,NA,NA,"field",0,9.117,11.631
"1732","caring","skirt",26,1,50,4.175,35,0.875,0,1,0,0.959,NA,NA,NA,NA,"loss",0,4.957,6.751
"1732","knock","otter",36,1,34,3.004,9,0.225,1,1,1,1.367,NA,NA,NA,NA,"door",0,6.99,9.583
"1732","shrink","mafia",9,1,34,2.229,10,0.25,1,1,1,1.015,NA,NA,NA,NA,"wrap",0,5.381,8.15
"1732","remind","foam",35,1,35,2.238,12,0.3,1,1,1,1.087,NA,NA,NA,NA,"constant",0,4.427,8.368
"1732","fan","feature",17,1,40,3.071,22,0.55,1,1,1,1.319,NA,NA,NA,NA,"shield",0,3.146,6.174
"1732","capital","figure",25,1,30,2.893,7,0.175,1,0,0,1.119,NA,NA,NA,NA,"city",0,13.755,15.887
"1732","biology","temper",19,1,27,2.637,5,0.125,1,0,0,0.967,NA,NA,NA,NA,"anger",0,5.784,8.439
"1732","copy","bedroom",10,1,46,3.173,30,0.75,0,0,1,1.223,NA,NA,NA,NA,"sheet",0,7.838,10.095
"1732","prison","loaf",16,1,100,3.51,40,1,0,0,1,1.335,NA,NA,NA,NA,"loaf",1,5.43,7.583
"1732","smother","surgery",38,1,38,2.327,19,0.475,0,1,0,1.183,NA,NA,NA,NA,"carry",0,3.869,6.863
"1732","bullet","walkway",30,1,52,4.636,36,0.9,0,1,0,12.511,NA,NA,NA,NA,"cover",0,2.591,23.687
"1732","pea","bathtub",22,1,21,3.599,3,0.075,1,0,0,1.391,NA,NA,NA,NA,"knife",0,4.887,7.28
"1732","bias","sirloin",2,1,22,4.228,4,0.1,1,0,0,1.048,NA,NA,NA,NA,"ransom",0,2.028,7.078
"1732","need","faucet",14,1,38,2.735,18,0.45,1,1,1,1.879,NA,NA,NA,NA,"ant",0,4.337,6.871
"1732","grip","beach",29,1,39,3.471,21,0.525,1,1,1,1.215,NA,NA,NA,NA,"knock",0,18.441,21.183
"1732","link","crisis",6,1,33,2.391,8,0.2,1,1,1,0.975,NA,NA,NA,NA,"mail",0,12.856,16.295
"1732","bleach","ruin",39,1,30,2.471,6,0.15,1,0,0,0.935,NA,NA,NA,NA,"come",0,2.152,4.079
"1732","forest","knob",11,1,46,3.287,31,0.775,0,0,1,1.081,NA,NA,NA,NA,"anger",0,7.787,10.039
"1732","collect","loyalty",23,1,40,2.783,23,0.575,1,1,1,2.029,NA,NA,NA,NA,"bill",0,6.023,8.167
"1732","glue","force",27,1,47,4.015,33,0.825,0,1,0,1.014,NA,NA,NA,NA,"mill",0,3.898,6.022
"1732","nerve","bumper",15,1,44,2.679,29,0.725,0,0,1,1.367,NA,NA,NA,NA,"some",0,9.138,13.56
"1732","want","ascent",28,1,47,3.503,32,0.8,0,0,1,1.335,NA,NA,NA,NA,"need",0,1.962,4.951
"1732","process","joker",31,1,42,2.423,26,0.65,0,0,1,0.976,NA,NA,NA,NA,"knife",0,5.504,7.815
"1732","plant","worm",33,1,36,2.575,14,0.35,1,0,0,1.055,NA,NA,NA,NA,"mill",0,5.798,8.175
"1732","date","laugh",40,1,38,2.151,20,0.5,0,1,0,0.871,NA,NA,NA,NA,"flour",0,1.56,5.615
"1732","risk","zero",5,1,54,2.319,37,0.925,0,1,0,0.983,NA,NA,NA,NA,"dodge",0,10.604,17.711
"1732","fee","chowder",3,1,42,2.767,25,0.625,0,0,1,1.216,NA,NA,NA,NA,"knife",0,5.819,7.919
"1732","rock","milk",7,1,42,2.127,27,0.675,0,1,0,1.199,NA,NA,NA,NA,"prison",0,4.335,11.91
"1732","anger","decay",4,1,65,3.151,38,0.95,0,0,1,1.055,NA,NA,NA,NA,"fee",0,3.922,5.343
"1732","find","clown",24,1,34,2.327,11,0.275,1,0,0,1.022,NA,NA,NA,NA,"need",0,5.72,7.687
"1732","visit","glove",37,1,36,2.671,15,0.375,0,1,0,1.303,NA,NA,NA,NA,"prison",0,3.182,6.847
"1732","calf","annoy",21,1,18,3.479,2,0.05,1,0,0,0.967,NA,NA,NA,NA,"mill",0,2.058,4.983
"1732","replace","roach",1,1,40,2.535,24,0.6,0,1,0,1.207,NA,NA,NA,NA,"want",0,4.378,6.991
"1732","mill","feast",8,1,10,4.316,1,0.025,1,0,0,1.223,NA,NA,NA,NA,"fee",0,4.454,5.72
"1732","chicken","beet",12,1,71,3.295,39,0.975,0,0,1,1.215,NA,NA,NA,NA,"mill",0,3.565,6.182
"1732","climax","saucer",32,1,44,2.943,28,0.7,0,0,1,1.103,NA,NA,NA,NA,"rock",0,7.487,9.863
"1762","risk","zero",3,1,1,2.913,4,0.1,1,0,0,1.157,NA,NA,NA,NA,"reward",0,6.531,8.649
"1762","anger","decay",19,1,100,2.765,39,0.975,0,0,1,0.679,NA,NA,NA,NA,"stool",0,2.586,3.37
"1762","shrink","mafia",24,1,1,2.199,15,0.375,0,1,0,2.177,NA,NA,NA,NA,"wrap",0,1.658,2.232
"1762","copy","bedroom",12,1,1,2.849,10,0.25,1,0,0,0.571,NA,NA,NA,NA,"paste",0,1.697,2.747
"1762","process","joker",21,1,1,3.821,2,0.05,1,0,0,4.55,NA,NA,NA,NA,"server",0,2.001,3.064
"1762","mill","feast",14,1,1,1.904,21,0.525,1,1,1,0.984,NA,NA,NA,NA,"meek",0,2.242,3.667
"1762","bullet","walkway",33,1,1,2.255,20,0.5,0,1,0,0.875,NA,NA,NA,NA,"point",0,2.121,2.805
"1762","banner","glide",9,1,1,1.963,8,0.2,1,0,0,0.837,NA,NA,NA,NA,"flag",0,2.418,3.22
"1762","forest","knob",15,1,1,2.371,13,0.325,1,0,0,0.979,NA,NA,NA,NA,"run",0,2.052,3.146
"1762","chicken","beet",26,1,100,2.631,40,1,0,0,1,0.813,NA,NA,NA,NA,"beet",1,3.579,4.408
"1762","glue","force",22,1,1,1.683,23,0.575,1,1,1,0.719,NA,NA,NA,NA,"page",0,3.786,4.548
"1762","remind","foam",40,1,1,2.435,28,0.7,0,0,1,0.853,NA,NA,NA,NA,"shrimp",0,2.723,4.123
"1762","pork","emperor",10,1,100,2.491,38,0.95,0,0,1,1.197,NA,NA,NA,NA,"ex..something executor",0,3.249,78.547
"1762","collect","loyalty",13,1,1,3.679,26,0.65,1,1,1,0.525,NA,NA,NA,NA,"balls",0,2.752,3.424
"1762","pea","bathtub",2,1,100,2.191,36,0.9,0,0,1,1.509,NA,NA,NA,NA,"bathtub",1,1.403,3.042
"1762","plant","worm",16,1,23,10.558,31,0.775,0,1,0,2.786,NA,NA,NA,NA,"worm",1,3.711,4.179
"1762","prison","loaf",20,1,1,2.231,7,0.175,1,0,0,0.971,NA,NA,NA,NA,"cell",0,1.585,2.212
"1762","smother","surgery",27,1,77,4.83,34,0.85,0,0,1,7.871,NA,NA,NA,NA,"surgery",1,2.545,10.466
"1762","bias","sirloin",23,1,72,3.375,33,0.825,0,0,1,0.688,NA,NA,NA,NA,"sirloin",1,1.386,4.616
"1762","rock","milk",30,1,1,1.909,19,0.475,0,1,0,0.673,NA,NA,NA,NA,"milk",1,1.771,2.473
"1762","visit","glove",17,1,1,2.231,22,0.55,1,1,1,0.735,NA,NA,NA,NA,"frame",0,1.523,2.435
"1762","caring","skirt",38,1,1,2.271,24,0.6,1,1,1,0.673,NA,NA,NA,NA,"can",0,3.113,3.899
"1762","port","cinema",37,1,1,4.573,1,0.025,1,1,1,1.839,NA,NA,NA,NA,"lucy",0,1.784,2.715
"1762","fan","feature",11,1,1,7.181,16,0.4,0,1,0,0.727,NA,NA,NA,NA,"blade",0,1.549,4.722
"1762","bacon","feud",35,1,1,2.191,14,0.35,0,1,0,1.157,NA,NA,NA,NA,"king",0,5.952,8.929
"1762","want","ascent",36,1,1,2.325,11,0.275,1,0,0,0.727,NA,NA,NA,NA,"monkey",0,2.892,3.86
"1762","capital","figure",39,1,1,2.137,5,0.125,1,1,1,0.987,NA,NA,NA,NA,"fight",0,1.477,2.224
"1762","calf","annoy",8,1,27,2.419,32,0.8,0,1,0,0.703,NA,NA,NA,NA,"laugh",0,3.24,4.122
"1762","find","clown",32,1,1,1.754,25,0.625,1,1,1,0.617,NA,NA,NA,NA,"truck",0,3.771,4.555
"1762","replace","roach",25,1,1,3.906,3,0.075,1,0,0,1.159,NA,NA,NA,NA,"log",0,1.39,2.051
"1762","grip","beach",31,1,1,2.594,29,0.725,0,0,1,0.694,NA,NA,NA,NA,"beach",1,1.54,2.442
"1762","link","crisis",5,1,3,2.731,30,0.75,0,1,0,1.331,NA,NA,NA,NA,"bleach",0,25.838,26.669
"1762","climax","saucer",4,1,100,2.583,35,0.875,0,0,1,1.417,NA,NA,NA,NA,"saucer",1,1.447,2.34
"1762","bleach","ruin",28,1,1,3.021,6,0.15,1,1,1,2.397,NA,NA,NA,NA,"road",0,3.753,6.076
"1762","knock","otter",18,1,1,2.107,12,0.3,1,0,0,1.128,NA,NA,NA,NA,"rock",0,1.682,2.63
"1762","need","faucet",34,1,1,2.395,17,0.425,0,1,0,1.049,NA,NA,NA,NA,"brush",0,1.186,4.776
"1762","nerve","bumper",6,1,1,2.959,27,0.675,1,1,1,1.385,NA,NA,NA,NA,"ending",0,1.732,2.518
"1762","fee","chowder",1,1,1,2.717,18,0.45,0,1,0,1.095,NA,NA,NA,NA,"sports",0,2.667,3.595
"1762","date","laugh",29,1,100,2.151,37,0.925,0,0,1,1.167,NA,NA,NA,NA,"raisin",0,2.288,4.913
"1762","biology","temper",7,1,1,2.193,9,0.225,1,0,0,0.743,NA,NA,NA,NA,"microscope",0,1.527,3.279
"1803","grip","beach",36,1,100,9.647,38,0.95,1,1,1,1.247,NA,NA,NA,NA,"beach",1,3.199,7.018
"1803","date","laugh",40,1,72,6.143,35,0.875,1,1,1,0.999,NA,NA,NA,NA,"laugh",1,2.484,6.629
"1803","collect","loyalty",24,1,1,15.527,16,0.4,1,0,0,0.599,NA,NA,NA,NA,"skip",0,28.37,42.074
"1803","prison","loaf",34,1,100,5.367,40,1,1,1,1,1.624,NA,NA,NA,NA,"loaf",1,2.409,6.502
"1803","process","joker",8,1,1,6.591,17,0.425,1,0,0,0.734,NA,NA,NA,NA,"skip",0,13.121,15.94
"1803","link","crisis",16,1,1,1.983,22,0.55,0,0,1,0.719,NA,NA,NA,NA,"crisis",1,12.341,16.165
"1803","remind","foam",1,1,1,2.039,25,0.625,0,0,1,0.798,NA,NA,NA,NA,"skip",0,2.449,5.294
"1803","need","faucet",15,1,1,4.047,7,0.175,0,1,0,1.276,NA,NA,NA,NA,"skip",0,7.898,10.573
"1803","nerve","bumper",18,1,1,5.015,3,0.075,0,1,0,0.83,NA,NA,NA,NA,"skip",0,10.853,13.26
"1803","chicken","beet",23,1,1,19.031,6,0.15,0,1,0,0.83,NA,NA,NA,NA,"beet",1,3.669,5.95
"1803","copy","bedroom",26,1,25,10.375,33,0.825,1,0,0,1.303,NA,NA,NA,NA,"skip",0,8.881,11.037
"1803","want","ascent",35,1,1,1.768,27,0.675,0,0,1,0.814,NA,NA,NA,NA,"skip",0,6.537,9.702
"1803","pea","bathtub",2,1,1,2.231,21,0.525,0,0,1,0.679,NA,NA,NA,NA,"bathtub",1,4.254,8.558
"1803","forest","knob",29,1,1,2.079,23,0.575,0,0,1,0.703,NA,NA,NA,NA,"knob",1,3.387,6.478
"1803","mill","feast",25,1,2,2.983,31,0.775,1,0,0,1.423,NA,NA,NA,NA,"skip",0,2.334,4.374
"1803","fan","feature",27,1,1,2.615,20,0.5,0,0,1,0.767,NA,NA,NA,NA,"skip",0,8.819,10.966
"1803","visit","glove",30,1,1,6.543,8,0.2,0,1,0,1.072,NA,NA,NA,NA,"skip",0,13.461,17.773
"1803","shrink","mafia",22,1,1,6.063,11,0.275,1,0,0,1.159,NA,NA,NA,NA,"skip",0,3.078,5.366
"1803","plant","worm",21,1,1,2.799,26,0.65,0,0,1,0.695,NA,NA,NA,NA,"worm",1,3.791,6.662
"1803","rock","milk",6,1,1,7.663,5,0.125,0,1,0,1.064,NA,NA,NA,NA,"skip",0,9.646,15.845
"1803","find","clown",3,1,1,3.567,10,0.25,0,1,0,1.839,NA,NA,NA,NA,"skip",0,2.963,8.566
"1803","risk","zero",4,1,100,20.909,37,0.925,1,1,1,8.589,NA,NA,NA,NA,"zero",1,10.05,13.246
"1803","bleach","ruin",37,1,1,16.086,13,0.325,1,0,0,1.095,NA,NA,NA,NA,"ruin",1,2.929,10.213
"1803","calf","annoy",17,1,1,2.015,24,0.6,0,0,1,0.711,NA,NA,NA,NA,"annoy",1,3.132,9.87
"1803","glue","force",9,1,1,6.543,2,0.05,0,1,0,2.023,NA,NA,NA,NA,"skip",0,2.133,5.766
"1803","fee","chowder",5,1,1,7.712,18,0.45,1,0,0,0.838,NA,NA,NA,NA,"skip",0,4.571,8.158
"1803","smother","surgery",14,1,21,18.95,32,0.8,1,1,1,1.223,NA,NA,NA,NA,"skip",0,3.861,7.422
"1803","bias","sirloin",28,1,25,5.255,34,0.85,1,1,1,5.207,NA,NA,NA,NA,"skip",0,2.386,6.358
"1803","bullet","walkway",13,1,1,4.6,30,0.75,1,1,1,0.727,NA,NA,NA,NA,"skip",0,13.172,16.628
"1803","banner","glide",33,1,1,2.487,4,0.1,0,1,0,3.911,NA,NA,NA,NA,"skip",0,8.058,11.478
"1803","replace","roach",32,1,1,3.127,14,0.35,1,0,0,1.247,NA,NA,NA,NA,"skip",0,4.645,8.18
"1803","anger","decay",20,1,100,5.758,39,0.975,1,1,1,1.071,NA,NA,NA,NA,"decay",1,8.311,11.702
"1803","capital","figure",11,1,1,8.247,12,0.3,1,0,0,1.263,NA,NA,NA,NA,"skip",0,2.43,5.35
"1803","pork","emperor",38,1,1,2.151,29,0.725,1,1,1,0.839,NA,NA,NA,NA,"power",0,7.458,11.373
"1803","bacon","feud",19,1,1,2.91,19,0.475,0,0,1,2.863,NA,NA,NA,NA,"crisis",0,31.066,35.529
"1803","knock","otter",7,1,1,3.617,15,0.375,1,0,0,1.285,NA,NA,NA,NA,"skip",0,38.02,41.907
"1803","climax","saucer",12,1,1,13.182,9,0.225,0,1,0,0.839,NA,NA,NA,NA,"feature",0,17.391,21.656
"1803","biology","temper",10,1,74,11.111,36,0.9,1,1,1,0.912,NA,NA,NA,NA,"temper",1,4.663,10.774
"1803","caring","skirt",39,1,1,11.046,1,0.025,0,1,0,2.775,NA,NA,NA,NA,"bumper",0,34.249,38.489
"1803","port","cinema",31,1,1,2.072,28,0.7,0,0,1,0.888,NA,NA,NA,NA,"skip",0,13.662,17.996
"1818","capital","figure",27,1,59,6.744,35,0.875,0,0,1,0.678,NA,NA,NA,NA,"collect",0,9.969,12.109
"1818","want","ascent",31,1,6,3.437,21,0.525,0,1,0,0.776,NA,NA,NA,NA,"soap",0,2.974,3.837
"1818","fee","chowder",36,1,1,2.989,8,0.2,1,0,0,0.636,NA,NA,NA,NA,"dirt",0,3.104,12.173
"1818","visit","glove",29,1,1,2.705,11,0.275,0,1,0,0.581,NA,NA,NA,NA,"SKIP",0,1.812,2.63
"1818","pork","emperor",7,1,29,2.05,31,0.775,0,0,1,0.643,NA,NA,NA,NA,"soda",0,3.637,6.255
"1818","nerve","bumper",37,1,9,5.079,24,0.6,0,1,0,8.453,NA,NA,NA,NA,"agony",0,3.574,5.11
"1818","climax","saucer",30,1,39,6.516,33,0.825,0,0,1,0.664,NA,NA,NA,NA,"anger",0,3.972,5.775
"1818","bleach","ruin",5,1,1,7.18,1,0.025,1,0,0,11.604,NA,NA,NA,NA,"SKIP",0,2.375,3.439
"1818","mill","feast",4,1,1,4.96,20,0.5,1,1,1,0.588,NA,NA,NA,NA,"corn",0,1.952,2.855
"1818","fan","feature",21,1,1,2.062,4,0.1,1,0,0,0.817,NA,NA,NA,NA,"SKIP",0,2.497,3.332
"1818","risk","zero",28,1,100,2.564,38,0.95,0,0,1,0.671,NA,NA,NA,NA,"zero",1,2.646,3.819
"1818","shrink","mafia",35,1,23,2.314,29,0.725,0,1,0,0.717,NA,NA,NA,NA,"SKIP",0,4.337,5.312
"1818","smother","surgery",24,1,33,3.051,32,0.8,0,1,0,0.557,NA,NA,NA,NA,"small",0,2.487,5.141
"1818","chicken","beet",13,1,1,1.961,12,0.3,1,1,1,1.308,NA,NA,NA,NA,"worm",0,2.118,2.838
"1818","glue","force",3,1,8,2.469,23,0.575,0,1,0,0.794,NA,NA,NA,NA,"force",1,3.8,8.014
"1818","calf","annoy",15,1,12,2.658,25,0.625,0,1,0,0.721,NA,NA,NA,NA,"SKIP",0,3.828,4.701
"1818","collect","loyalty",10,1,100,4.938,39,0.975,0,0,1,0.582,NA,NA,NA,NA,"Equity",0,17.845,26.061
"1818","copy","bedroom",17,1,1,2.575,6,0.15,1,0,0,0.97,NA,NA,NA,NA,"paper",0,1.799,2.668
"1818","port","cinema",16,1,1,1.773,17,0.425,1,1,1,0.634,NA,NA,NA,NA,"commerce",0,4.069,6.04
"1818","bacon","feud",20,1,1,1.923,14,0.35,1,1,1,1.004,NA,NA,NA,NA,"worm",0,2.493,3.207
"1818","bias","sirloin",2,1,1,2.1,13,0.325,1,1,1,0.621,NA,NA,NA,NA,"SKIP",0,1.554,2.293
"1818","grip","beach",6,1,1,5.03,5,0.125,1,0,0,0.483,NA,NA,NA,NA,"SKIP",0,2.534,3.493
"1818","find","clown",8,1,1,1.878,18,0.45,1,1,1,0.685,NA,NA,NA,NA,"town",0,5.298,6.02
"1818","link","crisis",38,1,1,1.887,19,0.475,1,1,1,0.554,NA,NA,NA,NA,"SKIP",0,3.592,4.336
"1818","replace","roach",11,1,17,3.023,27,0.675,0,1,0,0.749,NA,NA,NA,NA,"SKIP",0,8.925,9.634
"1818","anger","decay",33,1,100,2.069,40,1,0,0,1,0.626,NA,NA,NA,NA,"decay",1,1.695,2.831
"1818","forest","knob",9,1,1,2.489,7,0.175,1,0,0,0.591,NA,NA,NA,NA,"dirt",0,2.23,3.042
"1818","date","laugh",19,1,1,4.326,3,0.075,1,0,0,0.89,NA,NA,NA,NA,"SKIP",0,2.656,3.462
"1818","need","faucet",39,1,1,2.921,10,0.25,1,0,0,0.865,NA,NA,NA,NA,"acquire",0,9.213,11.236
"1818","process","joker",23,1,1,1.968,15,0.375,1,1,1,0.561,NA,NA,NA,NA,"copy",0,2.709,3.526
"1818","knock","otter",22,1,1,1.855,16,0.4,1,1,1,0.524,NA,NA,NA,NA,"tree",0,3.894,4.877
"1818","bullet","walkway",25,1,57,3.101,34,0.85,0,0,1,0.783,NA,NA,NA,NA,"walkway",1,3.772,16.828
"1818","rock","milk",18,1,1,2.079,9,0.225,1,0,0,0.71,NA,NA,NA,NA,"bottom",0,1.776,2.808
"1818","caring","skirt",12,1,1,3.824,2,0.05,1,0,0,0.902,NA,NA,NA,NA,"SKIP",0,1.602,2.618
"1818","prison","loaf",34,1,14,1.981,26,0.65,1,1,1,0.526,NA,NA,NA,NA,"trap",0,2.47,3.275
"1818","pea","bathtub",26,1,79,3.461,37,0.925,0,0,1,0.467,NA,NA,NA,NA,"SKIP",0,2.076,2.828
"1818","biology","temper",40,1,69,3.477,36,0.9,0,0,1,0.767,NA,NA,NA,NA,"anger",0,5.492,6.306
"1818","banner","glide",14,1,7,3.789,22,0.55,0,1,0,0.89,NA,NA,NA,NA,"ripple",0,3.548,6.907
"1818","remind","foam",1,1,25,3.881,30,0.75,0,1,0,0.675,NA,NA,NA,NA,"SKIP",0,1.61,2.529
"1818","plant","worm",32,1,18,1.978,28,0.7,0,0,1,0.533,NA,NA,NA,NA,"worm",1,1.896,2.683
"2026","date","laugh",31,1,78,3.236,12,0.3,1,0,0,1.461,NA,NA,NA,NA,"laugh",1,24.243,26.215
"2026","collect","loyalty",32,1,75,3.275,8,0.2,1,0,0,1.355,NA,NA,NA,NA,"loyalty",1,11.982,14.573
"2026","mill","feast",11,1,61,3.109,2,0.05,1,1,1,1.953,NA,NA,NA,NA,"feast",1,98.944,101.378
"2026","chicken","beet",17,1,84,3.557,24,0.6,0,0,1,1.508,NA,NA,NA,NA,"beet",1,15.704,17.196
"2026","bias","sirloin",3,1,99,3.395,40,1,0,1,0,1.33,NA,NA,NA,NA,"sirloin",1,49.421,51.853
"2026","rock","milk",4,1,71,2.975,3,0.075,1,1,1,1.269,NA,NA,NA,NA,"milk",1,29.066,31.103
"2026","find","clown",5,1,81,5.784,15,0.375,1,1,1,2.877,NA,NA,NA,NA,"clown",1,11.718,13.703
"2026","anger","decay",16,1,88,4.281,32,0.8,0,0,1,1.93,NA,NA,NA,NA,"decay",1,10.896,12.591
"2026","prison","loaf",38,1,86,2.922,31,0.775,0,0,1,1.411,NA,NA,NA,NA,"loaf",1,11.251,12.516
"2026","pea","bathtub",18,1,76,2.474,10,0.25,1,1,1,1.496,NA,NA,NA,NA,"bathtub",1,5.481,8.192
"2026","forest","knob",27,1,81,8.263,18,0.45,1,0,0,2.094,NA,NA,NA,NA,"knob",1,4.973,7.732
"2026","bacon","feud",2,1,77,5.582,11,0.275,1,0,0,3.539,NA,NA,NA,NA,"feud",1,4.196,5.654
"2026","bleach","ruin",36,1,81,2.61,17,0.425,1,1,1,1.513,NA,NA,NA,NA,"ruin",1,8.858,9.87
"2026","caring","skirt",33,1,91,4.208,35,0.875,0,1,0,1.286,NA,NA,NA,NA,"skirt",1,11.708,13.35
"2026","banner","glide",23,1,85,2.737,27,0.675,0,1,0,12.786,NA,NA,NA,NA,"glide",1,5.402,7.05
"2026","bullet","walkway",9,1,91,3.657,34,0.85,0,1,0,1.357,NA,NA,NA,NA,"runway",0,5.139,6.746
"2026","process","joker",26,1,75,2.896,9,0.225,1,0,0,1.133,NA,NA,NA,NA,"joker",1,4.503,6.437
"2026","shrink","mafia",28,1,73,2.597,6,0.15,1,1,1,1.818,NA,NA,NA,NA,"mafia",1,7.715,9.098
"2026","grip","beach",34,1,84,3.33,23,0.575,1,1,1,1.531,NA,NA,NA,NA,"beach",1,3.495,4.686
"2026","want","ascent",13,1,95,4.362,37,0.925,0,0,1,1.901,NA,NA,NA,NA,"ascent",1,5.669,7.164
